class,plate,mjd,fiber,good,J0390,J0400,J0410,J0420,J0430,J0440,J0450,J0460,J0470,J0480,J0490,J0500,J0510,J0520,J0530,J0540,J0550,J0560,J0570,J0580,J0590,J0600,J0610,J0620,J0630,J0640,J0650,J0660,J0670,J0680,J0690,J0700,J0710,J0720,J0730,J0740,J0750,J0760,J0770,J0780,J0790,J0800,J0810,J0820,J0830,J0840,J0850,J0860,J0870,J0880,J0890,J0900,J0910
WDMS,4341,55538,282,True,19.5679,19.4488,19.4131,19.1944,19.3913,19.3098,19.1196,19.1104,19.1259,19.3332,19.3493,19.1546,19.1349,19.1407,19.136,19.1327,19.1482,19.1513,19.1574,19.1678,19.212,19.1946,19.1968,19.2435,19.2001,19.1513,19.1771,19.2142,19.1979,19.1928,19.1032,18.9883,19.112,19.0572,18.8212,18.6514,18.5741,18.6296,18.8008,18.7131,18.6129,18.4755,18.3424,18.3088,18.3011,18.3316,18.389,18.3328,18.253,18.1662,18.1603,18.1277,18.0181
WDMS,6982,56444,214,True,21.1479,21.1241,21.0411,20.8331,21.022,20.9286,20.8225,20.855,20.8674,20.9586,21.0323,20.8499,20.8516,20.8583,20.8552,20.8285,20.8712,20.8592,20.8711,20.8769,20.8614,20.8807,20.9332,20.8721,20.8444,20.8755,20.9769,20.9749,20.8682,20.87,20.8394,20.7767,20.8635,20.8506,20.7379,20.6084,20.584,20.6645,20.8212,20.8384,20.7189,20.6066,20.4475,20.5479,20.4892,20.4526,20.602,20.4714,20.3157,20.4559,20.4811,20.408,20.2957
WDMS,1448,53120,516,True,17.113,17.0087,17.0073,16.8098,17.0422,16.9635,16.7761,16.785,16.8301,17.0647,17.099,16.9044,16.8884,16.8986,16.8733,16.8635,16.9065,16.9232,16.9033,16.9122,17.0009,16.9539,16.9397,17.0301,16.9586,16.8556,16.8152,16.8674,16.9194,16.9164,16.7938,16.625,16.7567,16.6927,16.4037,16.2231,16.1503,16.1921,16.3643,16.2826,16.1663,16.0339,15.9187,15.8993,15.8782,15.9106,15.9415,15.8853,15.8293,15.7548,15.7531,15.7148,15.6155
WDMS,6638,56370,375,True,17.0114,16.8938,16.8777,16.6658,16.8986,16.8247,16.6385,16.649,16.695,16.9453,16.9806,16.7755,16.7625,16.7788,16.76,16.7585,16.8045,16.8247,16.8067,16.8213,16.9093,16.8695,16.8628,16.9565,16.8908,16.8,16.7817,16.8319,16.869,16.8703,16.755,16.586,16.7147,16.6475,16.3705,16.1991,16.1262,16.1683,16.3406,16.2601,16.1451,16.0171,15.9036,15.8871,15.8617,15.8915,15.9314,15.8776,15.821,15.7576,15.7444,15.7082,15.5993
WDMS,7404,56776,992,True,19.8873,19.7641,19.7549,19.5347,19.7606,19.6676,19.4472,19.4595,19.5098,19.7531,19.796,19.5753,19.5377,19.546,19.52,19.505,19.4702,19.3494,19.5151,19.5257,19.6285,19.558,19.5073,19.6263,19.5981,19.5104,19.4843,19.5104,19.5358,19.5406,19.4616,19.318,19.3914,19.3276,19.1258,18.9512,18.9137,18.9484,19.0436,18.9564,18.9026,18.7585,18.6732,18.6538,18.6194,18.6401,18.6618,18.6606,18.6304,18.5372,18.4983,18.5037,18.4076
WDMS,4176,55682,838,True,22.0432,21.8729,21.701,21.4956,21.5865,21.4524,21.1906,21.0933,21.1031,21.2163,21.1147,21.0783,21.1035,20.9816,20.767,20.6637,20.6154,20.5576,20.3698,20.3083,20.4153,20.2266,20.1865,20.2906,20.1636,20.0064,19.8754,19.8546,19.9226,20.0047,19.9185,19.7214,19.7224,19.6483,19.5026,19.397,19.3478,19.3402,19.3305,19.2976,19.2291,19.1748,19.1308,19.1236,19.073,19.0674,19.0692,19.078,19.0296,18.9549,18.9286,18.9404,18.8534
WDMS,7083,56722,829,True,21.0338,20.7743,20.5648,20.7619,20.7093,20.4511,20.2221,20.1196,20.158,20.2811,20.1746,20.2222,20.2747,20.1891,19.9332,19.832,19.8655,19.8569,19.7248,19.6953,19.8849,19.6646,19.6044,19.8043,19.6662,19.4168,19.2488,19.2454,19.447,19.5483,19.368,19.1038,19.1952,19.1126,18.8516,18.7139,18.6474,18.6667,18.7493,18.7002,18.6085,18.5321,18.462,18.4509,18.4226,18.4437,18.4629,18.4165,18.4072,18.3594,18.3147,18.3176,18.2518
WDMS,6038,56090,242,True,18.9121,18.8903,18.8686,18.8665,18.8497,18.8462,18.8135,18.7887,18.7852,18.7858,18.7621,18.7605,18.7375,18.7264,18.6751,18.6374,18.6907,18.6792,18.642,18.6559,18.749,18.6597,18.6207,18.7222,18.6008,18.4468,18.3159,18.3616,18.5073,18.48,18.2913,18.0872,18.2927,18.1842,17.796,17.5665,17.4627,17.537,17.7896,17.6732,17.5294,17.3477,17.1441,17.1132,17.0943,17.1554,17.2241,17.1439,17.0448,16.9416,16.9271,16.8679,16.7432
WDMS,6043,56096,22,True,18.4531,18.4532,18.4861,18.4348,18.5406,18.5265,18.4626,18.4838,18.5161,18.6272,18.641,18.5751,18.5737,18.5798,18.559,18.552,18.5928,18.6154,18.5893,18.5975,18.688,18.6503,18.6192,18.7132,18.6221,18.4855,18.4236,18.4816,18.5895,18.5734,18.4182,18.2535,18.4218,18.3545,18.0708,17.8826,17.7893,17.8308,18.0098,17.9503,17.8557,17.714,17.588,17.5681,17.5467,17.5718,17.6281,17.5668,17.4782,17.4149,17.4066,17.3735,17.2837
WDMS,1170,52756,306,True,18.2841,18.3028,18.3551,18.3201,18.4343,18.4204,18.3754,18.3828,18.4151,18.5359,18.5579,18.5102,18.5306,18.5476,18.5084,18.5107,18.5527,18.5573,18.5409,18.5615,18.6755,18.6387,18.625,18.7118,18.6294,18.4955,18.4482,18.5018,18.5923,18.5841,18.428,18.268,18.4158,18.3569,18.0846,17.8841,17.8028,17.8546,18.0365,17.9689,17.8753,17.7332,17.6078,17.5954,17.595,17.6457,17.6812,17.605,17.5191,17.461,17.4849,17.4435,17.3523
WDMS,1192,52649,343,False,17.3523,17.3523,17.3523,17.3523,17.3523,17.3523,17.3523,17.3523,17.3523,17.3523,17.3523,17.3523,17.3523,17.3523,17.3523,17.3523,17.3523,17.3523,24.2221,19.6891,18.4956,18.5116,18.4546,18.4387,18.4157,18.3711,18.0818,18.0269,18.3125,18.3594,18.3202,18.2332,18.2401,18.2022,18.058,17.9544,17.8852,17.8676,17.9259,17.881,17.8617,17.809,17.7282,17.6885,17.71,17.7706,17.7701,17.7293,17.6814,17.6546,17.6678,17.6101,17.5173
WDMS,2081,53357,605,True,18.4185,18.367,18.3445,18.2565,18.3544,18.3057,18.1943,18.1538,18.1577,18.2845,18.2864,18.1995,18.1982,18.1786,18.1059,18.0622,18.0465,18.0278,17.9836,17.9748,18.0441,17.929,17.8965,17.9839,17.9041,17.7942,17.7118,17.6896,17.7695,17.8512,17.7541,17.5793,17.601,17.5479,17.3969,17.303,17.2511,17.2454,17.2878,17.2393,17.1903,17.1404,17.0886,17.0732,17.047,17.0522,17.051,17.0234,17.0205,16.9805,16.9373,16.9185,16.8684
WDMS,3683,55245,1000,True,20.2888,20.1262,20.1019,19.8998,20.0707,19.9077,19.6425,19.5874,19.6094,19.7804,19.6934,19.5422,19.4873,19.4391,19.2785,19.2025,19.2081,19.1304,19.1209,19.1051,19.2965,19.1289,19.0394,19.2348,19.0072,18.7314,18.5703,18.6307,18.8154,18.8099,18.5437,18.2725,18.4848,18.3706,17.9799,17.75,17.6521,17.6948,17.8871,17.8148,17.6757,17.5333,17.401,17.3749,17.3686,17.3941,17.428,17.3762,17.3033,17.2425,17.2216,17.1944,17.1024
WDMS,3683,55178,994,True,20.1972,20.0235,19.945,19.7806,19.954,19.8033,19.5457,19.4807,19.5061,19.7069,19.6092,19.4561,19.411,19.3533,19.2084,19.1336,19.1808,19.1382,19.0678,19.0429,19.2399,19.082,18.9917,19.1667,18.9488,18.6724,18.5141,18.5735,18.776,18.7704,18.4978,18.2277,18.4415,18.3267,17.9479,17.7206,17.6211,17.6726,17.8552,17.7831,17.661,17.5121,17.3902,17.3655,17.3641,17.4022,17.4345,17.3844,17.3088,17.2648,17.257,17.2177,17.1156
WDMS,6456,56339,86,True,21.0426,20.9253,20.8635,20.638,20.7746,20.7339,20.5695,20.576,20.6139,20.8604,20.8734,20.6644,20.6544,20.6982,20.6733,20.6861,20.7732,20.6908,20.6328,20.7361,20.7348,20.7318,20.7007,20.7624,20.7019,20.7751,20.8942,20.9861,20.9217,20.8835,20.7156,20.7345,20.8926,20.761,20.6083,20.5423,20.3933,20.4536,20.6876,20.7057,20.5781,20.6103,20.2996,20.2399,20.2378,20.5085,20.4742,20.3524,20.265,20.2375,20.4079,20.3382,20.0461
WDMS,3655,55240,175,True,19.7769,19.6436,19.6425,19.47,19.6862,19.5857,19.3982,19.4071,19.4366,19.6497,19.6401,19.4777,19.4399,19.4321,19.3595,19.3264,19.405,19.4175,19.3424,19.354,19.5043,19.4179,19.3746,19.5248,19.3442,19.127,18.9728,19.0524,19.2468,19.2129,18.9915,18.7354,18.989,18.8673,18.4262,18.1452,18.0176,18.0997,18.3974,18.2841,18.1166,17.9371,17.7385,17.7011,17.7055,17.7663,17.8258,17.7423,17.6414,17.5498,17.5382,17.4876,17.3684
WDMS,6156,56239,919,True,21.413,21.2129,21.1778,20.9364,21.0621,20.9641,20.6912,20.6155,20.6253,20.7813,20.7089,20.5604,20.5073,20.4546,20.34,20.2719,20.3259,20.3085,20.1873,20.1747,20.3409,20.1987,20.1155,20.2834,20.1514,19.9057,19.7394,19.7868,19.945,19.9397,19.7196,19.47,19.6514,19.5571,19.1692,18.9212,18.8155,18.8573,19.087,18.9882,18.8436,18.6716,18.535,18.4975,18.48,18.5566,18.5753,18.4818,18.4308,18.3657,18.3441,18.2821,18.1718
WDMS,3969,55307,696,True,22.0181,21.9184,21.8161,21.5853,21.8272,21.7381,21.5514,21.5248,21.5655,21.8205,21.871,21.6554,21.6194,21.6232,21.5875,21.5764,21.584,21.4974,21.592,21.5824,21.54,21.5904,21.7285,21.7991,21.6683,21.6357,21.5502,21.586,21.695,21.6324,21.4367,21.3221,21.4509,21.4278,21.1508,20.9608,20.8802,20.8819,21.0779,21.0696,20.8813,20.6947,20.6649,20.5942,20.5359,20.4392,20.6336,20.6347,20.6149,20.3475,20.2667,20.3571,20.2891
WDMS,7451,56739,932,True,21.1046,20.8733,20.7118,20.8046,20.5884,20.2454,19.837,19.6138,19.5671,19.5585,19.3345,19.3736,19.3619,19.1731,18.8238,18.6629,18.7255,18.6845,18.4679,18.419,18.7216,18.4076,18.276,18.5596,18.2628,17.9073,17.5951,17.6194,17.9468,18.0261,17.7727,17.4184,17.5989,17.4492,17.0209,16.7936,16.6976,16.7325,16.9153,16.8163,16.674,16.5362,16.4277,16.4126,16.3868,16.4151,16.4314,16.3814,16.3224,16.2513,16.2307,16.2118,16.1259
WDMS,4784,55677,934,True,18.5116,18.5809,18.529,18.4839,18.5068,18.6463,18.6659,18.5682,18.6053,18.6145,18.7049,18.7277,18.683,18.6819,18.7069,18.715,18.7236,18.712,18.7953,18.8714,18.9191,18.8566,18.864,18.8693,18.8814,18.8871,18.9116,18.9613,19.0273,18.9771,18.979,18.9853,19.0247,19.0037,18.9895,18.9374,18.9126,18.9426,19.0407,18.9978,18.9636,18.9614,18.8879,18.9088,18.9406,18.9936,18.9858,18.9478,18.9743,18.99,19.0174,18.944,18.744
WDMS,6469,56328,616,True,22.2661,22.136,22.1434,21.8698,22.0682,22.0016,21.8563,21.7779,21.8587,22.1031,22.115,21.884,21.8179,21.8663,21.919,21.9084,21.9481,21.8424,21.8819,21.8759,21.8063,21.7989,21.9554,21.8877,21.8767,21.877,21.9216,21.9716,21.9059,21.9592,21.852,21.7075,21.9108,21.8582,21.485,21.3521,21.3528,21.4119,21.4894,21.5432,21.337,21.3863,21.1435,21.0887,20.947,21.0437,21.2208,21.1259,20.9976,20.7655,20.8206,20.8594,20.7973
WDMS,5303,55980,128,True,16.3335,16.2675,16.2414,16.2111,16.2685,16.2509,16.2193,16.2133,16.2173,16.2614,16.271,16.2405,16.2501,16.2642,16.2563,16.2616,16.264,16.2648,16.2696,16.2736,16.2761,16.2728,16.2847,16.2888,16.2955,16.305,16.333,16.3393,16.3161,16.3197,16.3246,16.3337,16.34,16.3455,16.3466,16.3548,16.3584,16.3614,16.3709,16.3736,16.3791,16.3848,16.3824,16.3854,16.3941,16.3932,16.4125,16.4268,16.4194,16.4255,16.4277,16.4332,16.3251
WDMS,2577,54086,212,True,16.2639,16.2324,16.239,16.2301,16.3013,16.3144,16.3026,16.3228,16.3454,16.3987,16.4019,16.3683,16.3791,16.3949,16.3809,16.3907,16.3961,16.4062,16.4015,16.4067,16.4262,16.4349,16.4528,16.458,16.4629,16.4683,16.5028,16.5071,16.4825,16.4872,16.4903,16.495,16.5041,16.507,16.5075,16.5137,16.5142,16.5103,16.5263,16.5256,16.5243,16.5239,16.5394,16.541,16.5461,16.5404,16.557,16.5719,16.5592,16.5428,16.5607,16.5738,16.4854
WDMS,3312,54969,524,True,19.0354,18.9623,18.9668,18.8591,18.9624,18.8806,18.7403,18.6959,18.7071,18.8386,18.8019,18.7343,18.7409,18.6921,18.5539,18.4917,18.49,18.4657,18.3812,18.3543,18.5062,18.3656,18.3054,18.4613,18.3053,18.1048,17.9556,17.9579,18.1197,18.1643,18.0018,17.7717,17.8822,17.7885,17.5128,17.3609,17.2884,17.3121,17.4175,17.3517,17.2682,17.1585,17.0816,17.0721,17.0602,17.0754,17.0816,17.0417,17.0105,16.9834,16.9696,16.9301,16.8532
WDMS,1287,52728,401,True,19.1876,19.1168,19.091,18.9932,19.0769,18.975,18.824,18.7763,18.806,18.9238,18.8655,18.7956,18.8058,18.7539,18.6,18.5239,18.5186,18.4967,18.3991,18.3782,18.488,18.3332,18.2761,18.4248,18.2733,18.082,17.9213,17.9183,18.069,18.1021,17.9479,17.7305,17.8388,17.743,17.4683,17.3204,17.2437,17.2562,17.3596,17.3131,17.2108,17.0975,17.0221,17.0053,16.9833,17.0049,16.9931,16.9557,16.9249,16.8504,16.8297,16.8186,16.7607
WDMS,8436,57895,255,True,18.8266,18.7565,18.7591,18.6634,18.7929,18.7085,18.5543,18.5231,18.5454,18.6782,18.6424,18.5741,18.5748,18.5231,18.3928,18.332,18.3213,18.2864,18.218,18.1907,18.3377,18.1752,18.1198,18.2728,18.1236,17.921,17.7705,17.7794,17.9376,17.982,17.8114,17.5862,17.6939,17.6081,17.3372,17.1807,17.1057,17.1149,17.2194,17.1505,17.0564,16.966,16.8897,16.8727,16.8535,16.8687,16.8613,16.8272,16.7942,16.7454,16.718,16.695,16.6068
WDMS,6146,56265,820,True,21.4166,21.2592,21.2004,20.9733,21.1499,21.0484,20.8591,20.8299,20.8456,21.0925,21.121,20.8806,20.8328,20.8489,20.8277,20.8132,20.8184,20.7805,20.7787,20.8335,20.8395,20.8118,20.813,20.846,20.7962,20.8575,20.9227,20.9835,20.8739,20.8414,20.7939,20.6972,20.7582,20.7326,20.5406,20.4644,20.4836,20.4667,20.5388,20.4903,20.2966,20.359,20.2732,20.2554,20.2671,20.2704,20.2902,20.2615,20.2431,20.2835,20.1919,20.1251,20.0254
WDMS,3679,55209,374,True,18.1748,18.0307,18.0016,17.7607,17.993,17.8959,17.6882,17.6915,17.7318,17.9871,18.0149,17.7962,17.7683,17.7712,17.7468,17.7365,17.7918,17.8083,17.7786,17.7873,17.8753,17.8247,17.8035,17.8915,17.8174,17.7118,17.6678,17.7184,17.7782,17.763,17.6322,17.4466,17.6007,17.5259,17.1984,16.9795,16.8873,16.9421,17.1677,17.075,16.9417,16.7826,16.6258,16.6089,16.5844,16.6252,16.6715,16.6058,16.5345,16.4513,16.4382,16.397,16.2822
WDMS,6713,56402,460,True,21.4198,21.3314,21.1897,20.9783,21.297,21.1809,20.9249,20.9594,21.0271,21.285,21.2803,21.0788,21.053,21.0644,21.0766,21.1366,21.1047,21.1478,21.21,21.2205,21.0112,21.2466,21.267,21.3279,21.2997,21.2887,21.3919,21.5115,21.454,21.4139,21.4147,21.3103,21.4125,21.3965,21.2487,21.1057,21.044,21.1536,21.2652,21.1414,21.0231,20.8859,20.8437,20.8461,20.7402,21.1069,20.98,20.8317,20.7145,20.847,20.7243,20.6387,20.486
WDMS,5969,56069,218,True,19.5692,19.549,19.5077,19.4835,19.472,19.4571,19.4303,19.4143,19.4001,19.3873,19.3655,19.3479,19.3326,19.3194,19.2993,19.271,19.2699,19.2424,19.2612,19.2573,19.2674,19.2682,19.2775,19.2972,19.2908,19.2425,19.1602,19.1699,19.2172,19.1949,19.1374,19.0502,19.1507,19.1122,18.9067,18.7514,18.6602,18.7282,18.9536,18.8507,18.7799,18.6182,18.3671,18.3168,18.3655,18.4829,18.5225,18.4261,18.362,18.251,18.2525,18.1545,17.9457
WDMS,2426,53795,309,True,18.4457,18.3247,18.3185,18.168,18.2955,18.208,18.0308,17.9926,18.0034,18.1542,18.1224,18.0247,18.0309,17.9898,17.8557,17.7824,17.7903,17.784,17.681,17.665,17.8192,17.6573,17.6022,17.7614,17.592,17.3932,17.2335,17.2251,17.3921,17.4623,17.2984,17.0484,17.1331,17.0337,16.7442,16.5902,16.5161,16.5248,16.6356,16.5609,16.4633,16.3603,16.2908,16.2633,16.2428,16.2613,16.268,16.2278,16.196,16.1447,16.1204,16.0923,16.0353
WDMS,2873,54505,55,True,18.0638,18.068,18.1106,18.1343,18.1395,18.1631,18.1669,18.1506,18.1458,18.1604,18.1571,18.1759,18.1748,18.1735,18.1403,18.131,18.1676,18.1681,18.1258,18.1314,18.2003,18.1425,18.1195,18.1997,18.1173,17.9989,17.8985,17.9406,18.0539,18.0484,17.897,17.7254,17.9017,17.8154,17.5005,17.2894,17.1971,17.264,17.4898,17.3841,17.2524,17.0998,16.9262,16.893,16.8675,16.9186,16.9831,16.8921,16.7989,16.7052,16.723,16.6759,16.5594
WDMS,597,52059,447,True,17.9963,17.9926,17.9969,18.0119,18.0028,18.0179,18.0122,17.9925,17.9871,18.0126,18.0005,18.0081,18.0002,18.0012,17.9605,17.9415,18.0007,18.0174,17.9774,17.9826,18.0793,18.0217,18.0143,18.1104,17.9975,17.8409,17.7309,17.7645,17.915,17.9017,17.7276,17.5244,17.7222,17.64,17.2648,17.0375,16.9364,17.0023,17.2585,17.1666,17.0263,16.844,16.6566,16.6204,16.6211,16.7077,16.7428,16.6514,16.5776,16.4951,16.4755,16.3937,16.2935
WDMS,6588,56536,812,True,20.4632,20.4216,20.4154,20.4087,20.3638,20.3398,20.3356,20.3043,20.3012,20.2681,20.2472,20.2364,20.2277,20.2016,20.184,20.1769,20.1384,20.1208,20.1319,20.1175,20.0959,20.0949,20.0972,20.09,20.0827,20.0851,20.0905,20.0806,20.074,20.0484,20.0334,20.0251,20.0394,20.0672,20.0131,19.951,19.937,19.9355,20.0078,19.9522,19.9838,19.9154,19.7877,19.7184,19.6673,19.7043,19.7658,19.7782,19.7625,19.632,19.611,19.5271,19.436
WDMS,2235,53847,524,True,19.7787,19.5339,19.4114,19.3311,19.3501,19.1103,18.81,18.682,18.6567,18.7567,18.6243,18.5411,18.4831,18.3903,18.1452,18.0394,18.0531,18.02,17.8841,17.8334,18.0477,17.8388,17.7201,17.9221,17.673,17.3935,17.2191,17.2432,17.4433,17.4684,17.2123,16.9377,17.1084,17.0122,16.6641,16.4703,16.3858,16.4097,16.5485,16.4829,16.3737,16.2557,16.1693,16.1477,16.1255,16.1467,16.1604,16.1199,16.0723,16.002,15.9824,15.969,15.9127
WDMS,1586,52945,518,True,19.5704,19.2871,19.1534,19.126,19.0825,18.8379,18.5583,18.4163,18.3806,18.4342,18.2873,18.2294,18.1761,18.0758,17.8232,17.6963,17.7097,17.6707,17.5149,17.4668,17.6847,17.4508,17.3419,17.5478,17.3062,17.0178,16.8204,16.8332,17.0375,17.0802,16.8422,16.558,16.6929,16.5901,16.2496,16.0596,15.9754,15.984,16.1238,16.0562,15.9456,15.8285,15.7332,15.7084,15.6911,15.7054,15.7169,15.6762,15.6292,15.572,15.5565,15.5248,15.4484
WDMS,6037,56074,284,True,20.2136,20.1132,20.1108,19.8912,20.1543,20.0985,19.92,19.9642,20.0329,20.3008,20.4018,20.1722,20.1237,20.1809,20.2017,20.2233,20.2605,20.2682,20.3465,20.3907,20.3953,20.4182,20.4592,20.4774,20.5111,20.5369,20.6512,20.6651,20.6366,20.6448,20.6415,20.5467,20.6159,20.5139,20.3123,20.344,20.3215,20.2994,20.4857,20.3252,20.2623,20.183,20.162,20.1325,20.0673,20.1207,20.2485,20.1991,20.0599,19.7079,19.795,19.9479,19.8973
WDMS,6037,56106,246,True,20.1743,20.067,20.0549,19.8057,20.0617,20.0103,19.8295,19.844,19.907,20.2081,20.2648,20.0361,20.0337,20.0683,20.0942,20.1239,20.1591,20.1971,20.2128,20.2294,20.2641,20.2932,20.3454,20.3858,20.4208,20.4325,20.5644,20.6384,20.5455,20.5109,20.5039,20.4619,20.5398,20.4856,20.3518,20.2826,20.2455,20.2828,20.451,20.3622,20.3162,20.2437,20.1435,20.1127,20.1015,20.1081,20.1753,20.1701,20.1908,20.0964,20.0169,20.0371,19.9184
WDMS,6037,56104,246,True,20.2923,20.1671,20.1444,19.8964,20.1421,20.0852,19.8942,19.9171,19.9745,20.2648,20.3368,20.1162,20.1122,20.1342,20.1536,20.1747,20.2116,20.2319,20.2534,20.2869,20.3169,20.3281,20.3786,20.4294,20.4526,20.4982,20.6176,20.6854,20.5685,20.5845,20.5678,20.5037,20.5869,20.5476,20.3877,20.3064,20.271,20.3476,20.4871,20.3935,20.3574,20.2436,20.1564,20.1478,20.1141,20.1191,20.2266,20.2022,20.1012,19.9941,20.0547,20.0009,19.8817
WDMS,5718,56693,244,True,19.8797,19.6573,19.5756,19.3589,19.5214,19.3837,19.1649,19.1431,19.1543,19.3444,19.336,19.1478,19.1053,19.094,19.0416,19.0176,19.052,19.0518,19.0372,19.0397,19.1524,19.0954,19.092,19.2108,19.1113,18.9908,18.9688,19.045,19.0991,19.1007,18.9606,18.8019,18.97,18.919,18.6542,18.4884,18.4221,18.4814,18.6593,18.6084,18.513,18.41,18.3128,18.3142,18.2992,18.3111,18.3859,18.3588,18.2775,18.182,18.234,18.2121,18.1358
WDMS,4207,55475,608,True,19.7057,19.6746,19.6166,19.603,19.5692,19.5934,19.5787,19.507,19.4967,19.5075,19.465,19.466,19.4642,19.4375,19.3476,19.2841,19.27,19.2462,19.1687,19.1691,19.2365,19.1108,19.0739,19.1563,19.0509,18.9414,18.8448,18.8429,18.9568,18.9871,18.8746,18.7204,18.7748,18.6973,18.5336,18.4403,18.3909,18.3986,18.4379,18.3985,18.3306,18.2821,18.2244,18.2126,18.1895,18.2131,18.1947,18.1636,18.1229,18.0829,18.084,18.0789,17.9844
WDMS,5719,56014,172,True,20.9516,20.9452,20.8309,20.7901,20.7569,20.8027,20.6301,20.4751,20.4599,20.4825,20.482,20.5125,20.4949,20.3941,20.192,20.0981,20.0572,19.9913,19.9065,19.8341,19.9134,19.75,19.7367,19.8052,19.7007,19.5749,19.4518,19.43,19.5171,19.5971,19.4927,19.3067,19.3208,19.2621,19.1398,19.0563,19.0005,18.9841,18.9925,18.9759,18.9286,18.866,18.8229,18.8191,18.766,18.8129,18.8048,18.746,18.6856,18.6158,18.5961,18.6209,18.5736
WDMS,2683,54153,224,True,19.2955,19.1735,19.0992,19.1045,19.0369,18.8671,18.6507,18.5269,18.467,18.5,18.3588,18.3228,18.2745,18.1603,17.9459,17.832,17.8876,17.8368,17.6687,17.652,17.8731,17.6329,17.5596,17.7923,17.5141,17.2156,16.9664,16.9847,17.2286,17.2813,17.0477,16.7296,16.8769,16.7207,16.3335,16.1306,16.0372,16.0759,16.2352,16.1263,15.9862,15.8465,15.7385,15.7201,15.6816,15.7078,15.7216,15.6593,15.6159,15.5457,15.5275,15.4975,15.4295
WDMS,5941,56193,394,True,19.3328,19.2574,19.2249,19.27,19.2516,19.138,18.9521,18.8633,18.859,18.9076,18.8084,18.8001,18.7938,18.7244,18.5305,18.4384,18.5263,18.5152,18.3782,18.3736,18.6107,18.3955,18.3341,18.5847,18.3295,18.0551,17.811,17.8495,18.1263,18.1981,17.9865,17.6779,17.8353,17.703,17.3306,17.1399,17.0579,17.1073,17.2803,17.1858,17.0617,16.9301,16.8337,16.8251,16.7939,16.8173,16.8485,16.8062,16.7688,16.7085,16.6969,16.6715,16.5819
WDMS,3658,55205,400,True,19.1525,19.059,19.0186,19.0271,18.9924,18.8456,18.634,18.5193,18.4817,18.5087,18.386,18.3525,18.3232,18.2343,18.0199,17.8996,17.9564,17.929,17.7637,17.7293,17.9629,17.7425,17.6405,17.8648,17.6224,17.3284,17.0734,17.0767,17.3336,17.4031,17.19,16.8558,16.9807,16.8751,16.4769,16.2578,16.1664,16.1865,16.3641,16.2611,16.1255,15.9777,15.8575,15.8472,15.8068,15.8286,15.8503,15.7981,15.7486,15.6843,15.6569,15.6244,15.5355
WDMS,2378,53759,538,True,18.1237,18.0582,17.9847,17.9966,17.9228,17.8234,17.652,17.5048,17.4705,17.4784,17.3731,17.375,17.3644,17.2539,17.0328,16.9194,16.8998,16.8552,16.722,16.6775,16.8305,16.6222,16.5461,16.7077,16.515,16.2951,16.1121,16.0882,16.2656,16.3365,16.1692,15.9181,15.9894,15.8853,15.6205,15.4776,15.4094,15.4069,15.4808,15.4209,15.3348,15.2458,15.1808,15.1556,15.1255,15.1318,15.1326,15.0986,15.0606,15.0034,14.9789,14.9607,14.8982
WDMS,7254,56625,839,True,17.9425,17.9035,17.8481,17.8775,17.8176,17.7403,17.5831,17.4542,17.4371,17.4451,17.3556,17.3664,17.3595,17.2571,17.0459,16.9386,16.9254,16.889,16.7565,16.7171,16.8859,16.677,16.6028,16.7713,16.5804,16.3641,16.173,16.1508,16.3388,16.4159,16.2482,15.9964,16.0722,15.9698,15.7075,15.5644,15.4935,15.4959,15.583,15.5226,15.4348,15.3495,15.2866,15.2651,15.2413,15.2458,15.2451,15.2196,15.191,15.1397,15.1146,15.1023,15.0213
WDMS,4642,55926,66,True,19.4389,19.3706,19.3788,19.2481,19.3944,19.3608,19.2499,19.2535,19.2705,19.4224,19.4534,19.3204,19.3268,19.3433,19.3498,19.3781,19.4058,19.4259,19.4531,19.4677,19.4849,19.4796,19.5041,19.5056,19.5313,19.5326,19.6137,19.6485,19.6049,19.6104,19.5727,19.5313,19.614,19.6183,19.4693,19.3723,19.3332,19.3522,19.4777,19.437,19.373,19.2502,19.1451,19.1293,19.1028,19.1635,19.1821,19.1554,19.1231,19.0262,19.0043,18.969,18.8462
WDMS,1297,52963,511,True,19.3091,19.1186,19.0938,18.8317,19.0395,18.9308,18.7112,18.6836,18.7144,18.9662,18.97,18.7478,18.7348,18.7214,18.7023,18.6857,18.7107,18.7466,18.7004,18.6954,18.7714,18.7251,18.7203,18.807,18.7534,18.6474,18.6212,18.6536,18.7091,18.7303,18.642,18.4611,18.5503,18.5095,18.2632,18.0896,18.0006,17.9768,18.1668,18.1169,18.008,17.8785,17.765,17.7608,17.7361,17.7787,17.7891,17.7102,17.6846,17.6108,17.6209,17.5724,17.4913
WDMS,4221,55443,472,True,22.4786,22.2265,21.9717,21.9324,21.8152,21.4283,21.0868,20.8844,20.8869,20.9128,20.7806,20.7592,20.7693,20.617,20.3338,20.2275,20.1728,20.0903,19.9143,19.854,19.9833,19.7858,19.7127,19.86,19.6785,19.4881,19.3495,19.3304,19.4643,19.4981,19.3496,19.1459,19.2177,19.14,18.896,18.7832,18.7191,18.7252,18.7905,18.7169,18.646,18.5786,18.5109,18.4958,18.4607,18.449,18.4834,18.4495,18.4075,18.3535,18.3111,18.3154,18.2577
