class,plate,mjd,fiber,good,J0390,J0400,J0410,J0420,J0430,J0440,J0450,J0460,J0470,J0480,J0490,J0500,J0510,J0520,J0530,J0540,J0550,J0560,J0570,J0580,J0590,J0600,J0610,J0620,J0630,J0640,J0650,J0660,J0670,J0680,J0690,J0700,J0710,J0720,J0730,J0740,J0750,J0760,J0770,J0780,J0790,J0800,J0810,J0820,J0830,J0840,J0850,J0860,J0870,J0880,J0890,J0900,J0910
WDMS,1837,53494,283,True,18.2908,18.3124,18.3376,18.2826,18.3667,18.3749,18.3503,18.3826,18.4105,18.4897,18.5145,18.4921,18.5067,18.5216,18.55,18.5789,18.6128,18.6244,18.6369,18.6628,18.6468,18.69,18.7038,18.7068,18.7321,18.7527,18.7157,18.7333,18.8054,18.821,18.827,18.823,18.863,18.8589,18.8596,18.8582,18.8604,18.8806,18.8982,18.8648,18.8752,18.883,18.8861,18.8936,18.9478,18.9556,18.8718,18.8695,18.911,18.9168,18.9488,18.9327,18.9326
WDMS,2951,54592,65,True,18.4685,18.4674,18.5016,18.4695,18.5463,18.5617,18.5279,18.5384,18.5524,18.623,18.661,18.6268,18.6379,18.6402,18.6703,18.694,18.7094,18.7247,18.7667,18.7747,18.7984,18.8307,18.8421,18.8474,18.8434,18.862,18.8344,18.8616,18.9042,18.9196,18.9361,18.9257,18.9205,18.9221,18.8939,18.9136,18.9234,18.9209,18.9407,18.9252,18.9276,18.9096,18.9116,18.8949,18.9072,18.8348,18.8158,18.8298,18.8995,18.8599,18.8429,18.8199,18.7523
WDMS,4808,55705,420,True,18.3289,18.3518,18.3742,18.3334,18.4185,18.4149,18.3825,18.4054,18.4238,18.4925,18.513,18.4701,18.474,18.4765,18.4944,18.4999,18.5107,18.5334,18.5456,18.5503,18.5498,18.5664,18.5696,18.5743,18.5997,18.607,18.534,18.5451,18.6219,18.628,18.6379,18.6359,18.6391,18.6358,18.6173,18.6008,18.5914,18.6024,18.6449,18.6331,18.6225,18.5991,18.5773,18.556,18.5488,18.5526,18.5644,18.5939,18.5982,18.5619,18.5607,18.5485,18.45
WDMS,6694,56386,5,True,21.6366,21.4449,21.4654,21.3137,21.5698,21.4785,21.2617,21.245,21.2822,21.5626,21.559,21.3093,21.2888,21.3445,21.28,21.3177,21.2402,21.1244,21.2924,21.3149,21.2777,21.3822,21.4424,21.4089,20.7968,21.3482,21.5057,21.5962,21.5517,21.394,21.3387,21.22,21.3214,21.1819,20.9477,20.7336,20.601,20.7535,21.0003,20.6717,20.8031,20.6069,20.4338,20.4724,20.1325,20.1375,20.5562,20.4199,20.2512,19.8372,19.8113,19.9267,20.0913
WDMS,4052,55600,746,True,18.8547,18.8358,18.8644,18.8045,18.9386,18.9442,18.8944,18.9141,18.949,19.0718,19.1108,19.046,19.0753,19.1013,19.1159,19.1317,19.1525,19.182,19.1994,19.2114,19.2662,19.2733,19.2906,19.3548,19.357,19.3312,19.3918,19.4222,19.4236,19.4504,19.4141,19.3774,19.4167,19.4111,19.3209,19.3025,19.2819,19.2805,19.4005,19.3871,19.3403,19.2554,19.2274,19.1904,19.2504,19.3883,19.3297,19.2784,19.2644,19.2504,19.3814,19.3561,19.1288
WDMS,4052,55589,744,True,18.9634,18.9535,18.9835,18.9219,19.0415,19.0471,19.0032,19.0375,19.0654,19.1949,19.2339,19.1666,19.1927,19.2143,19.2255,19.2495,19.2796,19.2947,19.3267,19.3574,19.4002,19.4022,19.434,19.4784,19.4779,19.4673,19.5006,19.5331,19.5508,19.5819,19.5629,19.5117,19.5718,19.5456,19.4799,19.4438,19.4085,19.4355,19.5141,19.5018,19.4691,19.4354,19.3773,19.3817,19.427,19.465,19.4503,19.4393,19.4335,19.4242,19.3867,19.3986,19.2941
WDMS,915,52443,312,True,19.074,19.1206,18.9959,18.6474,18.5708,18.8954,18.9026,18.8878,18.9329,18.9028,18.8868,18.8998,18.8407,18.6339,18.6317,18.8089,18.8123,18.8294,18.7765,18.8186,18.8552,18.8541,18.8631,18.8471,18.7445,18.7142,18.7044,18.6767,18.6227,18.6208,18.6064,18.5991,18.6166,18.5987,18.6185,18.5882,18.5669,18.4495,18.2207,18.3564,18.4957,18.5485,18.5124,18.522,18.6445,18.6829,18.6124,18.5683,18.5725,18.5291,18.5796,18.612,18.5219
WDMS,4736,55631,148,True,20.9251,20.7875,20.7691,20.5157,20.7224,20.6597,20.4433,20.4352,20.4625,20.7311,20.7969,20.5223,20.4862,20.4784,20.4635,20.4826,20.5196,20.4929,20.5174,20.5241,20.5735,20.5775,20.5858,20.6495,20.7074,20.6424,20.7198,20.7798,20.6784,20.6569,20.6341,20.5569,20.6619,20.6674,20.5065,20.3543,20.2445,20.2819,20.4748,20.4647,20.3524,20.1413,20.0427,20.0216,20.0216,20.1072,20.1814,20.0402,19.9114,19.7721,19.8425,19.8433,19.6821
WDMS,2919,54537,609,True,18.7933,18.6485,18.6285,18.3963,18.6222,18.5223,18.3127,18.2984,18.3233,18.5818,18.5944,18.3937,18.3784,18.3769,18.3244,18.3018,18.331,18.3329,18.2875,18.2932,18.3983,18.31,18.2844,18.4038,18.3083,18.1802,18.107,18.1302,18.2112,18.2474,18.1317,17.9305,18.0259,17.951,17.6655,17.5251,17.457,17.4861,17.6102,17.5319,17.4348,17.3307,17.2474,17.2362,17.2013,17.2379,17.2543,17.2061,17.156,17.0785,17.0729,17.0533,16.9858
WDMS,1830,54560,172,True,19.2982,19.3,19.2687,19.1805,19.1337,19.068,19.0388,19.0081,19.005,19.0043,19.011,18.87,18.6475,18.7287,18.8785,18.8839,18.9197,18.9958,18.9331,18.8288,18.8219,18.8453,18.9277,18.9293,18.9069,18.9547,18.9912,18.9777,19.026,19.0242,19.0206,19.0351,19.0429,19.084,19.1505,19.1625,19.1324,19.1136,19.1267,19.037,18.9353,18.922,19.0035,18.9212,18.7813,18.804,18.9561,19.0904,19.0484,18.8076,18.5606,18.667,18.6959
WDMS,1283,52762,591,True,17.7361,17.7245,17.7172,17.5799,17.6859,17.6342,17.5078,17.5162,17.5508,17.6494,17.6883,17.625,17.5933,17.5976,17.6077,17.6239,17.6346,17.6526,17.6739,17.6636,17.6606,17.7086,17.7343,17.7462,17.7659,17.7973,17.5115,17.4944,17.8263,17.8254,17.8175,17.8084,17.8201,17.8391,17.8315,17.8525,17.8682,17.8789,17.871,17.8758,17.9017,17.8912,17.9021,17.9272,17.9153,17.9257,17.9179,17.8664,17.8941,17.9287,17.9621,17.9822,17.8223
WDMS,6744,56399,345,True,19.6956,19.6068,19.5527,19.3665,19.4017,19.2943,19.1205,19.0787,19.0769,19.0952,19.0779,18.9798,18.9089,18.8584,18.8507,18.8359,18.832,18.8199,18.7903,18.744,18.7088,18.7502,18.7351,18.7227,18.7246,18.737,18.3651,18.3239,18.698,18.6883,18.6833,18.6504,18.6273,18.6287,18.62,18.6356,18.6357,18.6247,18.5743,18.5738,18.616,18.6046,18.6147,18.5885,18.5705,18.5189,18.433,18.4787,18.5065,18.5428,18.5492,18.5633,18.5032
WDMS,4896,55712,157,True,20.3332,20.247,20.2428,20.0934,20.1915,20.159,20.0835,20.0659,20.0692,20.1826,20.1898,20.0471,20.019,20.0122,19.9916,19.9819,19.9831,19.9586,19.9811,19.9602,19.9827,20.0002,19.9978,20.0219,20.0518,20.0294,20.1263,20.1646,20.0294,20.0103,19.9793,19.9759,20.0085,20.0102,19.9434,19.8936,19.8836,19.907,19.9935,19.9915,19.8936,19.831,19.7503,19.7101,19.7901,19.7673,19.7663,19.7918,19.7889,19.6751,19.6303,19.5998,19.4515
WDMS,1221,52751,145,False,18.4955,18.4825,18.5243,18.484,18.5743,18.5946,18.5745,18.5922,18.6273,18.7226,18.7506,18.7228,18.7571,18.7707,18.7796,18.8184,18.8508,18.848,18.9061,18.9288,19.0375,19.021,19.3449,21.279,21.279,21.279,21.279,21.279,21.279,21.279,21.279,21.279,21.279,21.279,21.279,21.279,21.279,21.279,21.279,21.279,21.279,21.279,21.279,21.279,21.279,21.279,21.279,21.279,21.279,21.279,21.279,21.279,21.279
WDMS,5363,55956,664,True,18.5044,18.4888,18.4808,18.4011,18.4643,18.4466,18.3859,18.3813,18.3902,18.4691,18.4846,18.4248,18.4276,18.4407,18.4419,18.4448,18.4733,18.4925,18.4967,18.5025,18.5649,18.5663,18.5682,18.6199,18.6008,18.5479,18.5428,18.5902,18.6422,18.6513,18.5951,18.5024,18.6092,18.5805,18.4181,18.3064,18.2508,18.2834,18.429,18.3962,18.3246,18.2277,18.1169,18.1068,18.1094,18.1579,18.1878,18.1441,18.0966,18.0751,18.0856,18.0299,17.9116
WDMS,2092,53460,382,False,17.9116,17.9116,17.9116,17.9116,17.9116,17.9116,17.9116,17.9116,17.9116,17.9116,17.9116,17.9116,17.9116,17.9116,17.9116,17.9116,17.9116,17.9116,22.9804,18.1515,17.2762,17.2275,17.2138,17.2928,17.2396,17.1531,17.1201,17.1406,17.2004,17.2396,17.1632,17.0166,17.0842,17.0292,16.8197,16.7099,16.6566,16.6735,16.767,16.7081,16.6328,16.5469,16.4879,16.4681,16.4428,16.4734,16.4862,16.4421,16.4097,16.3482,16.3231,16.3066,16.2503
WDMS,6440,56370,327,True,16.8292,16.8132,16.8544,16.761,16.9277,16.9103,16.8233,16.848,16.8905,17.061,17.0948,16.991,17.007,17.0258,17.0132,17.0184,17.0573,17.0742,17.0633,17.0763,17.1597,17.1215,17.1218,17.2081,17.1592,17.0884,17.0589,17.0833,17.1472,17.1884,17.1162,16.975,17.0487,16.9984,16.8055,16.6958,16.647,16.6668,16.763,16.7159,16.6417,16.5658,16.4978,16.4883,16.4747,16.4915,16.5048,16.4766,16.4452,16.4015,16.3858,16.3658,16.2711
WDMS,7445,56720,296,True,21.1328,21.0232,20.9618,20.764,20.9754,20.8613,20.6266,20.6654,20.6743,20.945,20.9597,20.7367,20.7429,20.7284,20.7442,20.7388,20.8006,20.7922,20.8026,20.8557,20.8501,20.7985,20.822,20.8299,20.8921,20.8883,21.1092,21.1485,20.9825,20.9109,20.8811,20.8597,20.9193,20.886,20.7245,20.7301,20.7042,20.7111,20.8838,20.7567,20.7162,20.5775,20.6363,20.5483,20.4508,20.4722,20.6284,20.6637,20.4781,20.1147,20.2758,20.2654,20.267
WDMS,2287,53705,535,True,17.4794,17.49,17.5534,17.4643,17.6113,17.6014,17.5158,17.5306,17.567,17.697,17.7053,17.6097,17.605,17.5757,17.5617,17.5581,17.5956,17.612,17.5893,17.5851,17.642,17.5943,17.5616,17.6165,17.5666,17.4702,17.36,17.3695,17.4708,17.5095,17.4334,17.2873,17.3289,17.265,17.074,16.9559,16.9006,16.9067,16.9987,16.9503,16.8613,16.7689,16.7045,16.684,16.663,16.6713,16.6536,16.6264,16.6037,16.5626,16.5444,16.5189,16.4442
WDMS,9597,58137,254,True,17.5918,17.5775,17.6124,17.5223,17.6861,17.6656,17.5819,17.5934,17.6265,17.7768,17.798,17.7081,17.7167,17.727,17.6915,17.6775,17.7166,17.7285,17.7009,17.7035,17.8056,17.7465,17.7244,17.8216,17.7483,17.6311,17.5222,17.5428,17.671,17.7156,17.6152,17.4304,17.5234,17.457,17.1959,17.0375,16.9626,16.9813,17.1173,17.0527,16.9498,16.8439,16.7458,16.7347,16.7153,16.734,16.7428,16.7044,16.6652,16.6027,16.5885,16.5602,16.4651
WDMS,3665,55247,924,True,19.1788,19.0006,18.9312,18.8259,18.8837,18.6996,18.4408,18.3448,18.3508,18.4545,18.3568,18.2999,18.2777,18.1951,17.9873,17.8887,17.9139,17.8872,17.7704,17.7365,17.9226,17.7317,17.6577,17.8459,17.6559,17.4114,17.2078,17.2257,17.4434,17.484,17.2851,17.0242,17.1778,17.0659,16.7361,16.5424,16.4531,16.4866,16.6423,16.5695,16.4578,16.3346,16.233,16.2187,16.2024,16.2299,16.2421,16.1993,16.154,16.1012,16.0792,16.0548,15.9684
WDMS,1795,54507,5,True,18.1854,18.1718,18.229,18.1559,18.3168,18.3019,18.2113,18.2173,18.2538,18.4019,18.4327,18.3487,18.3513,18.362,18.3259,18.3158,18.3434,18.3656,18.3433,18.3606,18.4598,18.3903,18.4012,18.4863,18.4329,18.3193,18.2217,18.2505,18.3639,18.4203,18.3249,18.1457,18.2281,18.1621,17.929,17.7946,17.7293,17.7498,17.8716,17.8075,17.7293,17.6403,17.5622,17.558,17.556,17.5935,17.5809,17.5491,17.4933,17.4466,17.4526,17.4109,17.3139
WDMS,4840,55690,564,True,18.4829,18.4446,18.4668,18.3524,18.5089,18.477,18.3618,18.3663,18.3959,18.5475,18.5581,18.4502,18.4567,18.4484,18.4126,18.3985,18.4293,18.4468,18.4074,18.4057,18.4971,18.4409,18.4253,18.5258,18.4531,18.3328,18.2331,18.2587,18.3726,18.4251,18.3207,18.1362,18.2271,18.1531,17.9,17.7559,17.6937,17.7228,17.8331,17.7649,17.6668,17.5694,17.4887,17.4733,17.463,17.4887,17.4744,17.4412,17.4089,17.3689,17.3426,17.3126,17.2149
WDMS,4079,55363,372,True,21.2113,21.1516,21.169,21.013,21.2537,21.2059,21.0475,21.031,21.0596,21.3046,21.3231,21.1121,21.1153,21.0951,21.0587,21.0346,21.1197,21.077,21.086,21.0688,21.0429,21.0273,21.0734,21.1957,21.0736,21.0335,21.1075,21.141,21.089,21.1321,20.9977,20.8244,20.9829,20.8643,20.5735,20.3484,20.2548,20.3104,20.5224,20.3388,20.1941,20.0758,19.931,19.8706,19.7768,19.8957,20.035,19.8712,19.7252,19.6771,19.6844,19.6073,19.5106
WDMS,3683,55245,82,True,22.1576,21.9534,21.9153,21.7948,22.1374,22.0062,21.6891,21.6903,21.8044,22.0659,22.1047,21.8754,21.7335,21.7268,21.7904,21.8809,21.8944,22.0141,22.0303,21.9024,22.0215,22.1659,22.0972,22.2527,22.235,22.1309,22.2395,22.3734,22.2816,22.1321,22.107,22.0493,22.0581,22.1525,21.8814,21.6596,21.5915,21.6982,22.2679,21.9818,21.7719,21.5406,21.3095,21.2983,21.4328,21.4672,21.6579,21.7886,21.7524,21.3091,21.2086,21.2312,21.0052
WDMS,3683,55178,82,True,21.8769,21.7718,21.7199,21.4978,21.8113,21.7198,21.4645,21.4524,21.5175,21.7519,21.8027,21.6313,21.5801,21.5758,21.5471,21.6008,21.6291,21.6126,21.6442,21.7477,21.6363,21.7308,21.7934,21.8242,21.9116,21.8335,21.9675,21.9958,21.7779,21.8655,21.8211,21.7059,21.8506,21.8297,21.6652,21.5204,21.4409,21.5772,21.7718,21.8192,21.8597,21.6227,21.2749,21.2419,21.2435,21.6338,21.4675,21.1342,21.2166,21.3911,21.8367,21.4191,21.0695
WDMS,283,51959,436,True,18.2597,18.1773,18.2035,18.0109,18.2484,18.1978,18.0326,18.0437,18.0836,18.3285,18.3779,18.1877,18.1783,18.1855,18.1651,18.1657,18.198,18.217,18.1974,18.2115,18.302,18.2562,18.2464,18.3371,18.279,18.1791,18.1731,18.1886,18.2116,18.2404,18.1225,17.9544,18.0577,17.9869,17.727,17.5722,17.5003,17.524,17.6743,17.5965,17.4899,17.3623,17.2631,17.2456,17.2112,17.2372,17.2596,17.2039,17.1643,17.0915,17.0721,17.0475,16.9653
WDMS,283,51660,437,True,18.4618,18.3891,18.3999,18.1874,18.4219,18.364,18.1927,18.2086,18.2513,18.4871,18.5283,18.3391,18.3341,18.353,18.3288,18.3248,18.3725,18.3692,18.3674,18.3603,18.4438,18.405,18.3964,18.4665,18.424,18.3362,18.3194,18.3236,18.3689,18.3871,18.2801,18.1216,18.2191,18.1629,17.8792,17.76,17.6905,17.7025,17.8825,17.7526,17.6355,17.5247,17.4388,17.4292,17.3555,17.3796,17.439,17.4436,17.3392,17.1716,17.1246,17.198,17.2164
WDMS,283,51584,433,True,18.3637,18.2388,18.2358,18.0415,18.2591,18.1766,17.9916,18.0017,18.0448,18.2848,18.3092,18.1269,18.1078,18.1147,18.0852,18.0774,18.1111,18.1331,18.0943,18.1008,18.2048,18.1831,18.1499,18.211,18.1559,18.0759,18.0605,18.0804,18.1109,18.1206,18.0338,17.8633,17.9422,17.8954,17.6238,17.4872,17.4241,17.4374,17.5831,17.481,17.3741,17.2654,17.1648,17.141,17.1035,17.132,17.1775,17.1263,17.0899,17.0276,17.0108,17.0031,16.9792
WDMS,2932,54595,202,True,19.3415,19.1733,19.113,18.9836,19.078,18.9001,18.6505,18.5647,18.5607,18.7065,18.5889,18.4586,18.4145,18.3352,18.1488,18.0562,18.0612,18.0298,17.8924,17.8542,18.0338,17.8429,17.7591,17.9436,17.7358,17.4871,17.3211,17.3291,17.4946,17.5431,17.3356,17.0621,17.1738,17.0711,16.7627,16.5942,16.5157,16.5264,16.6437,16.571,16.4662,16.3593,16.2735,16.2553,16.2272,16.2364,16.2515,16.2037,16.1561,16.0903,16.0746,16.0534,15.9896
WDMS,5991,56076,420,True,20.1213,20.0147,19.952,19.729,19.9354,19.8547,19.6565,19.6687,19.7058,19.9487,19.9918,19.7613,19.7525,19.7698,19.7661,19.7712,19.811,19.8038,19.8303,19.8485,19.8647,19.8669,19.8754,19.9118,19.9339,19.98,20.1152,20.1556,20.0309,20.0079,19.9666,19.9351,20.0132,20.0428,19.9627,19.8857,19.8609,19.8674,20.0105,19.9358,19.9248,19.879,19.7004,19.6555,19.7117,19.742,19.8356,19.8006,19.7334,19.6769,19.6715,19.6202,19.4493
WDMS,3815,55537,256,True,20.0842,19.9589,19.9231,19.6785,19.883,19.7785,19.5609,19.5503,19.5765,19.8343,19.8506,19.5954,19.5572,19.5554,19.5439,19.54,19.5766,19.5724,19.5428,19.5673,19.6221,19.5824,19.5527,19.5861,19.5432,19.5488,19.6101,19.654,19.5757,19.5767,19.5262,19.4277,19.516,19.4343,19.2142,19.1263,19.0793,19.1264,19.223,19.1255,19.0386,18.9561,18.9141,18.9043,18.8717,18.8685,18.8769,18.8205,18.7744,18.6635,18.648,18.6861,18.6292
WDMS,1172,52759,212,True,17.3961,17.5244,17.5525,17.7011,17.4865,17.5092,17.6354,17.6885,17.7077,17.4518,17.4227,17.7028,17.6936,17.6842,17.706,17.7087,17.7139,17.7208,17.7155,17.6252,17.5804,17.7149,17.7169,17.7073,17.7094,17.7097,17.1791,17.0994,17.637,17.704,17.6993,17.6512,17.6393,17.6826,17.6585,17.6558,17.6575,17.6607,17.6492,17.6357,17.651,17.6291,17.6189,17.5965,17.5714,17.5475,17.4678,17.4849,17.5085,17.5169,17.5267,17.4849,17.4777
WDMS,3857,55272,738,True,19.9488,19.8535,19.8482,19.6626,19.8324,19.7723,19.6279,19.6247,19.6381,19.7792,19.7883,19.6266,19.6035,19.5971,19.5823,19.578,19.5728,19.5582,19.5884,19.5658,19.5821,19.5551,19.5423,19.5656,19.5151,19.4963,19.544,19.6,19.5271,19.4907,19.4521,19.3686,19.4444,19.3943,19.1724,19.0422,18.9833,19.0504,19.2024,19.0844,18.9779,18.8679,18.7543,18.7315,18.6976,18.707,18.7647,18.7538,18.6935,18.5321,18.5232,18.4861,18.4028
WDMS,5973,56067,706,True,20.9425,20.8869,20.8861,20.6318,20.8895,20.8054,20.5907,20.6021,20.6373,20.9237,21.006,20.7667,20.7072,20.7309,20.7792,20.7791,20.771,20.784,20.798,20.8292,20.8502,20.9169,20.9678,20.9727,20.865,21.0386,21.2282,21.2358,21.1289,21.1116,21.0433,20.958,21.0252,21.0282,20.8641,20.7811,20.7788,20.8406,20.9413,20.8601,20.7966,20.6694,20.5233,20.5079,20.4841,20.5288,20.7407,20.5946,20.5182,20.451,20.3804,20.3877,20.3138
WDMS,3785,55241,584,True,19.0401,19.0319,18.9742,18.9553,18.9455,18.9977,19.001,18.9708,18.9727,18.9717,18.9976,19.0006,18.9881,18.9977,19.0075,19.0158,19.03,19.0443,19.0518,19.1026,19.126,19.0833,19.0931,19.1134,19.1507,19.1553,19.17,19.2057,19.2215,19.2077,19.2245,19.2616,19.2587,19.2495,19.2831,19.2985,19.3088,19.3041,19.3246,19.3468,19.3687,19.3698,19.3762,19.3821,19.394,19.402,19.4262,19.4615,19.463,19.5083,19.5288,19.5319,19.4038
WDMS,3785,55273,574,True,19.1524,19.1315,19.0815,19.0664,19.0454,19.0918,19.095,19.0467,19.0452,19.0404,19.0594,19.0623,19.043,19.0407,19.0449,19.0563,19.0749,19.1098,19.0795,19.132,19.152,19.0957,19.1133,19.1255,19.1245,19.1457,19.1657,19.1936,19.2056,19.1768,19.2019,19.2303,19.2438,19.2226,19.2318,19.2512,19.2515,19.2555,19.2808,19.271,19.2684,19.2942,19.3453,19.3403,19.3566,19.3483,19.364,19.3652,19.3836,19.3595,19.4094,19.437,19.3242
WDMS,4207,55475,200,True,19.3536,19.2599,19.2236,18.9985,19.2171,19.1452,18.9461,18.9514,18.9884,19.2282,19.2754,19.0424,19.0247,19.0375,19.0434,19.0468,19.0784,19.1093,19.1088,19.128,19.1449,19.1705,19.1781,19.2001,19.2207,19.2652,19.4364,19.491,19.3336,19.3232,19.3314,19.3415,19.351,19.3515,19.3845,19.4071,19.4034,19.405,19.4436,19.5081,19.5209,19.5022,19.4907,19.505,19.5786,19.5619,19.5469,19.6032,19.6806,19.8554,19.7297,19.75,19.549
WDMS,569,52264,193,True,17.7917,17.8288,17.913,17.8629,18.0172,18.0445,18.0016,18.0437,18.1064,18.2548,18.2797,18.1987,18.2196,18.2571,18.257,18.2645,18.3039,18.3429,18.3427,18.3485,18.4386,18.4375,18.4296,18.4855,18.4693,18.4254,18.4284,18.4613,18.4899,18.52,18.4957,18.3983,18.4457,18.4255,18.2883,18.187,18.1613,18.1753,18.2924,18.2149,18.1575,18.1086,18.0319,18.0091,18.003,18.04,18.0709,18.0292,17.9827,17.9119,17.9049,17.8566,17.799
WDMS,4797,55662,364,True,18.0197,18.007,18.0361,17.9491,18.0858,18.0758,18.0124,18.0336,18.0651,18.2048,18.2434,18.1579,18.171,18.1956,18.2045,18.2181,18.2429,18.2622,18.2716,18.2927,18.34,18.3335,18.3496,18.4141,18.3923,18.3562,18.3618,18.3912,18.4301,18.4561,18.416,18.3231,18.3815,18.3647,18.2277,18.1234,18.0903,18.1018,18.2103,18.1703,18.1015,18.029,17.9736,17.968,17.948,17.9744,17.9897,17.9714,17.9375,17.9014,17.8695,17.8562,17.7564
WDMS,4498,55615,568,True,19.9348,19.8187,19.8335,19.6091,19.8871,19.8172,19.6058,19.6331,19.7107,19.9828,20.0476,19.7939,19.7669,19.8114,19.8324,19.8602,19.9226,19.9349,19.9259,19.9462,19.9866,20.0033,20.0653,20.084,20.0796,20.1188,20.2508,20.3093,20.1978,20.169,20.1322,20.0989,20.1877,20.1539,19.9835,19.9226,19.874,19.9179,20.104,20.104,19.9894,19.9018,19.7219,19.663,19.6559,19.78,19.8088,19.7208,19.6722,19.543,19.6051,19.5492,19.368
WDMS,7089,56661,918,True,21.4103,21.2974,21.2937,21.0269,21.2927,21.2169,20.9784,21.025,21.0987,21.3218,21.346,21.1516,21.1186,21.1172,21.1289,21.1599,21.1872,21.1729,21.1039,21.2101,21.248,21.3561,21.2146,21.2085,21.0959,21.2988,21.3166,21.3255,21.2957,21.3367,21.3681,21.2452,21.2716,21.1408,21.1095,21.0825,20.8615,20.9932,21.2963,21.0573,20.8087,20.882,20.8029,20.8123,21.0023,20.7248,20.6947,20.4324,20.3877,20.3547,20.2893,20.5006,20.4036
WDMS,5968,56356,486,True,20.6744,20.5994,20.6101,20.4266,20.6334,20.5963,20.4162,20.4004,20.4583,20.7267,20.776,20.5904,20.5466,20.5543,20.5541,20.5957,20.5912,20.5962,20.6163,20.5985,20.6619,20.6583,20.7302,20.7057,20.8065,20.8068,20.8787,20.9674,20.8633,20.864,20.9031,20.8255,20.9126,20.7527,20.5786,20.5558,20.5072,20.5256,20.7024,20.6444,20.6661,20.5017,20.3405,20.2959,20.3676,20.4497,20.3938,20.3703,20.3468,20.2635,20.1922,20.2185,20.0511
WDMS,5981,56340,106,True,21.1141,21.0241,20.9681,20.7513,20.9372,20.8867,20.6893,20.7061,20.7632,20.9869,21.0232,20.7758,20.7288,20.7522,20.7523,20.7486,20.7716,20.8053,20.7738,20.7909,20.8333,20.8637,20.8208,20.8372,20.885,20.8929,21.0342,21.0385,20.8779,20.8695,20.9193,20.8411,20.8772,20.875,20.8203,20.6749,20.6159,20.6456,20.8216,20.8829,20.7257,20.5684,20.4731,20.4781,20.54,20.6289,20.6262,20.536,20.5131,20.6035,20.5602,20.458,20.2275
WDMS,6382,56365,985,True,21.3466,21.1581,21.0694,20.9797,21.0232,20.9219,20.803,20.7592,20.7078,20.7552,20.6888,20.5914,20.5632,20.5246,20.4465,20.4004,20.4219,20.3624,20.3511,20.2986,20.3667,20.3251,20.2916,20.3517,20.2637,20.161,20.0742,20.0544,20.1515,20.1333,19.9786,19.7542,19.9395,19.8617,19.4568,19.1921,19.0878,19.1658,19.4212,19.2852,19.1123,18.9456,18.7659,18.745,18.711,18.767,18.8657,18.7772,18.6597,18.5287,18.5114,18.4911,18.376
WDMS,2106,53714,597,False,18.0478,17.9498,17.9482,17.7942,17.9733,17.9242,17.7858,17.7862,17.8177,18.0076,18.0322,17.892,17.8913,17.893,17.8591,17.8631,17.9124,17.9349,17.9122,17.9109,17.9927,17.9502,18.0207,19.2383,19.2383,19.2383,19.2383,19.2383,19.2383,19.2383,19.2383,19.2383,19.2383,19.2383,19.2383,19.2383,19.2383,19.2383,19.2383,19.2383,19.2383,19.2383,19.2383,19.2383,19.2383,19.2383,19.2383,19.2383,19.2383,19.2383,19.2383,19.2383,19.2383
WDMS,10266,58462,148,True,18.0497,17.9512,17.9561,17.8059,18.0028,17.9471,17.8066,17.8169,17.8455,18.0343,18.0531,17.9106,17.9027,17.9127,17.8817,17.8733,17.9319,17.9482,17.9244,17.9373,18.0321,17.9876,17.9705,18.0771,17.9922,17.8578,17.7974,17.854,17.9452,17.9439,17.8022,17.6165,17.7815,17.7096,17.4027,17.2023,17.1039,17.1514,17.3517,17.2763,17.1606,17.0163,16.8886,16.8713,16.859,16.8971,16.9409,16.8887,16.8064,16.7302,16.7079,16.6674,16.5699
WDMS,3803,55513,238,True,20.0889,19.9285,19.8976,19.6451,19.9127,19.8376,19.6376,19.6535,19.6994,19.9735,20.0095,19.7629,19.7582,19.7637,19.7739,19.784,19.7975,19.7964,19.8259,19.8254,19.8668,19.9009,19.9137,19.9678,19.9144,19.8983,19.9777,20.0466,19.9714,19.9893,19.904,19.7902,19.9011,19.8403,19.6375,19.5033,19.4223,19.5096,19.6519,19.5224,19.4405,19.3486,19.2718,19.2512,19.1551,19.1584,19.2806,19.2493,19.1602,19.0727,19.0801,19.0773,18.9784
WDMS,4210,55444,126,True,22.1561,22.0996,22.0976,22.0878,21.9779,21.7956,21.5038,21.3498,21.2733,21.2769,21.1683,21.146,21.086,20.9585,20.7329,20.6077,20.6529,20.665,20.4213,20.375,20.6395,20.366,20.2434,20.4933,20.264,19.9166,19.644,19.6391,19.9054,19.9825,19.7832,19.4511,19.5767,19.4589,19.0648,18.8428,18.7453,18.7608,18.9218,18.8311,18.7068,18.5535,18.4372,18.4307,18.4046,18.4078,18.4238,18.3672,18.3266,18.2448,18.2147,18.1799,18.0962
WDMS,7054,56575,478,True,18.2075,18.1682,18.1992,18.0628,18.2524,18.2331,18.1025,18.1224,18.1655,18.3522,18.3849,18.2344,18.2404,18.2476,18.2398,18.2443,18.2668,18.2717,18.2805,18.3038,18.3873,18.341,18.3375,18.4026,18.3696,18.3038,18.2926,18.3449,18.3692,18.3853,18.325,18.2105,18.2892,18.2239,18.0452,17.9223,17.8841,17.9298,18.0448,17.9727,17.9152,17.8078,17.7156,17.7046,17.7212,17.7583,17.729,17.7142,17.6835,17.656,17.6555,17.6006,17.4862
