class,plate,mjd,fiber,good,J0390,J0400,J0410,J0420,J0430,J0440,J0450,J0460,J0470,J0480,J0490,J0500,J0510,J0520,J0530,J0540,J0550,J0560,J0570,J0580,J0590,J0600,J0610,J0620,J0630,J0640,J0650,J0660,J0670,J0680,J0690,J0700,J0710,J0720,J0730,J0740,J0750,J0760,J0770,J0780,J0790,J0800,J0810,J0820,J0830,J0840,J0850,J0860,J0870,J0880,J0890,J0900,J0910
CV,5882,56029,272,True,18.402,18.5582,18.6549,18.6614,18.6363,18.6353,18.6514,18.6882,18.7554,18.6646,18.6702,18.7957,18.763,18.7243,18.7878,18.8052,18.8399,18.8786,18.893,18.8149,18.7677,18.8944,18.8675,18.8311,18.8739,18.8895,18.3521,18.3311,18.8456,18.8617,18.8641,18.8163,18.7868,18.7995,18.7739,18.7308,18.7114,18.7203,18.7058,18.6762,18.6733,18.6159,18.5535,18.5341,18.5173,18.4848,18.3196,18.3135,18.3703,18.4167,18.4116,18.3548,18.2693
CV,8511,57901,20,True,20.8626,21.0377,21.0756,21.1268,20.8126,20.7564,20.8553,20.9122,20.8948,20.4663,20.4551,20.8337,20.8106,20.7701,20.7723,20.7747,20.6986,20.5706,20.8138,20.6531,20.6314,20.8817,20.835,20.857,20.8797,20.8201,19.9032,19.8531,20.7035,20.8697,20.8366,20.6613,20.7522,20.7249,20.5634,20.5645,20.5295,20.5707,20.6073,20.5139,20.4683,20.4041,20.3597,20.3053,20.319,20.3259,20.1193,20.0799,20.1234,20.169,20.0995,20.156,20.1525
CV,1721,53857,21,False,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525,20.1525
CV,4213,55449,38,True,17.963,18.0993,18.1252,18.2549,18.0617,18.0677,18.1568,18.1681,18.1581,17.9609,17.9197,18.08,18.0594,18.0219,18.0067,17.9918,17.9852,17.9644,17.9317,17.8809,17.8483,17.867,17.845,17.8278,17.7992,17.7806,17.5458,17.5073,17.7116,17.7216,17.7052,17.6706,17.6576,17.6583,17.6376,17.6167,17.6038,17.5947,17.5851,17.5668,17.5605,17.5484,17.5332,17.5236,17.5074,17.4895,17.436,17.4381,17.4498,17.4652,17.4697,17.4632,17.3989
CV,1929,53349,1,True,17.771,17.9939,18.0149,18.3512,17.9011,17.9291,18.1691,18.2394,18.2064,17.7961,17.7071,18.1155,18.1214,18.0676,18.0925,18.0895,18.0831,18.0666,18.0405,17.917,17.8304,17.9867,17.9399,17.9074,17.8604,17.8371,17.3286,17.2244,17.6923,17.7701,17.7619,17.6851,17.6557,17.6803,17.6331,17.6196,17.6071,17.5956,17.5227,17.5137,17.5428,17.4965,17.4507,17.4432,17.4367,17.3592,17.2695,17.2966,17.3041,17.2657,17.3251,17.2462,17.2958
CV,8426,58224,773,True,20.2574,20.444,20.5184,20.6725,20.4211,20.4342,20.5432,20.5973,20.6025,20.278,20.2552,20.6022,20.5647,20.53,20.5613,20.5397,20.5643,20.5567,20.556,20.4243,20.3616,20.5026,20.4968,20.4686,20.4744,20.4327,19.7051,19.6213,20.3297,20.3844,20.3168,20.2497,20.268,20.2838,20.1801,20.1035,20.0662,20.0565,20.1217,20.0913,20.0278,19.9573,19.846,19.8493,19.8444,19.8223,19.6275,19.6429,19.7129,19.6973,19.7073,19.6634,19.6404
CV,306,51637,4,True,18.3902,18.4153,18.4669,18.5126,18.4098,18.423,18.4582,18.4477,18.4625,18.3739,18.347,18.4679,18.4415,18.4218,18.4441,18.448,18.4297,18.4042,18.4826,18.4588,18.4533,18.4846,18.4558,18.4409,18.4202,18.4088,18.1283,18.0766,18.3845,18.4176,18.3966,18.3295,18.3523,18.3693,18.2987,18.2512,18.2198,18.2641,18.2974,18.2639,18.2247,18.187,18.1674,18.1656,18.2024,18.1645,18.1049,18.1173,18.1305,18.09,18.0428,18.0843,18.0407
CV,306,51690,20,True,17.7199,17.8618,17.9024,18.1687,17.8017,17.8257,18.0121,18.0648,18.0283,17.6654,17.5893,17.945,17.9566,17.9253,17.9261,17.9329,17.9329,17.9377,17.9187,17.7793,17.6962,17.8378,17.8084,17.7937,17.769,17.7431,17.1981,17.0893,17.604,17.692,17.6634,17.5874,17.5721,17.5958,17.5562,17.5543,17.5351,17.5244,17.523,17.5034,17.4829,17.451,17.4088,17.3995,17.3886,17.3877,17.284,17.2923,17.3312,17.3741,17.4011,17.3757,17.3863
CV,1918,53240,347,True,20.6364,20.587,20.5127,20.5884,20.4954,20.4574,20.4373,20.4089,20.4187,20.3259,20.2852,20.3734,20.3548,20.2625,20.2462,20.2512,20.2291,20.1803,20.1875,20.0827,20.1357,20.1894,20.1574,20.1533,20.1591,20.1288,19.8837,19.8324,20.0372,20.0525,20.048,19.9853,19.9915,19.9342,19.8376,19.9217,20.0064,19.8025,19.8284,19.794,19.6672,19.7289,19.7021,19.6824,19.6597,19.6703,19.6322,19.563,19.3513,19.3096,19.3972,19.6805,19.8667
CV,10921,58251,317,True,19.8539,19.9887,20.0366,20.1243,19.9524,19.9599,20.0172,20.0471,20.0715,19.8203,19.7408,19.9257,19.8806,19.8137,19.8549,19.8507,19.8119,19.779,19.8121,19.7429,19.6969,19.7938,19.7573,19.7198,19.7068,19.6855,19.1446,19.0644,19.6022,19.6149,19.604,19.5352,19.504,19.4962,19.4494,19.4122,19.412,19.4076,19.3605,19.3175,19.3352,19.2677,19.2274,19.1933,19.1607,19.1116,18.9248,18.9382,18.9978,19.0641,19.1159,19.0452,18.9778
CV,7681,57042,746,True,20.5008,20.6674,20.7337,20.9324,20.615,20.6621,20.792,20.8461,20.8803,20.5367,20.4742,20.8167,20.8078,20.7459,20.7758,20.7809,20.7945,20.7715,20.7612,20.6289,20.5554,20.7385,20.7361,20.7472,20.6967,20.6987,20.0609,19.9534,20.5685,20.662,20.6274,20.5546,20.5435,20.554,20.4826,20.4992,20.5044,20.4717,20.4332,20.403,20.4242,20.3676,20.3162,20.299,20.2484,20.152,19.9776,20.0223,20.0903,20.103,20.216,20.1656,20.0713
CV,7735,58136,526,True,18.1827,18.39,18.4229,18.7239,18.3249,18.359,18.6034,18.6804,18.6474,18.2684,18.1867,18.5666,18.5813,18.5596,18.5804,18.5671,18.5664,18.5671,18.5481,18.4239,18.3537,18.4923,18.4714,18.4666,18.4374,18.4253,17.9321,17.829,18.3059,18.3886,18.3658,18.2917,18.2879,18.3221,18.2864,18.2855,18.2641,18.2587,18.2396,18.2235,18.2113,18.2384,18.384,18.3816,18.3741,18.3611,18.3504,18.3521,18.3431,18.3347,18.3248,18.319,18.225
CV,1205,52670,188,False,18.9552,19.1244,19.1501,19.3708,19.0777,19.1114,19.3007,19.3626,19.3378,19.0975,19.0048,19.2658,19.2631,19.2469,19.2437,19.2375,19.2412,19.2334,19.2066,19.1235,19.0771,19.1621,19.4777,21.3844,21.3844,21.3844,21.3844,21.3844,21.3844,21.3844,21.3844,21.3844,21.3844,21.3844,21.3844,21.3844,21.3844,21.3844,21.3844,21.3844,21.3844,21.3844,21.3844,21.3844,21.3844,21.3844,21.3844,21.3844,21.3844,21.3844,21.3844,21.3844,21.3844
CV,445,51873,89,True,19.9217,20.1567,20.2939,20.529,20.0403,20.0338,20.2331,20.2937,20.3236,19.8246,19.7622,20.2853,20.2288,20.1643,20.2388,20.2483,20.3661,20.4005,20.3537,20.146,19.9481,20.3013,20.2495,20.1615,20.1656,20.2222,19.1884,19.0333,19.9817,20.1289,20.1029,20.0196,19.9766,20.0131,19.9692,20.0876,20.0866,20.018,19.8885,19.8755,19.9142,19.9055,19.92,19.7982,19.7597,19.6987,19.5147,19.476,19.5262,19.6905,19.8639,19.8679,19.6962
CV,7311,57038,192,True,18.1628,18.4432,18.5317,18.8789,18.3993,18.4227,18.6947,18.839,18.8692,18.3369,18.2289,18.7354,18.7346,18.6544,18.7283,18.7466,18.7688,18.7661,18.7577,18.5568,18.4274,18.679,18.6378,18.6003,18.5625,18.5404,17.8459,17.716,18.398,18.5388,18.5159,18.4073,18.3631,18.4067,18.391,18.3961,18.388,18.377,18.2857,18.2558,18.3093,18.306,18.2938,18.2346,18.2369,18.1822,17.969,17.9812,18.052,18.1889,18.2489,18.1679,18.1289
CV,7694,57359,325,False,18.1289,18.1289,18.1289,18.1289,18.1289,18.1289,18.1289,18.1289,18.1289,18.1289,18.1289,22.9473,18.3717,17.6066,17.653,17.6498,17.6467,17.6224,17.6072,17.4639,17.3935,17.5448,17.5134,17.4854,17.4378,17.3991,16.9002,16.8268,17.2904,17.3561,17.328,17.2379,17.2233,17.2347,17.175,17.1441,17.1155,17.1102,17.0727,17.0385,17.0503,17.017,16.9677,16.9324,16.9187,16.8853,16.7876,16.8033,16.8161,16.8495,16.8982,16.8562,16.844
CV,876,52346,104,False,17.498,17.6888,17.7693,17.9623,17.735,17.7577,17.9212,17.9855,18.0002,17.6967,17.6786,18.0158,18.0317,18.0236,18.0539,18.0777,18.1243,18.1457,18.137,18.0401,18.0226,18.1993,18.4775,20.0897,20.0897,20.0897,20.0897,20.0897,20.0897,20.0897,20.0897,20.0897,20.0897,20.0897,20.0897,20.0897,20.0897,20.0897,20.0897,20.0897,20.0897,20.0897,20.0897,20.0897,20.0897,20.0897,20.0897,20.0897,20.0897,20.0897,20.0897,20.0897,20.0897
CV,876,52669,103,False,16.8551,17.0722,17.1375,17.4335,17.0713,17.0977,17.3199,17.3886,17.3602,16.9489,16.8903,17.2916,17.2955,17.2568,17.2619,17.2535,17.2471,17.2345,17.212,17.0624,17.0116,17.1586,17.5052,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601
CV,6700,56384,434,False,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,19.5601,24.716,19.4006,22.5725,22.5725,22.5725,22.5725,22.5725,22.5725,22.5725,22.5725,22.5725,22.5725,22.5725,22.5725,22.5725,22.5725,22.5725,22.5725,22.5725,22.5725,22.5725
CV,3694,55209,356,True,19.2506,19.4531,19.4657,19.7365,19.4185,19.3895,19.5971,19.5872,19.4423,19.3563,19.2875,19.5567,19.5624,19.5222,19.5074,19.4436,19.4419,19.432,19.4457,19.3903,19.3635,19.4247,19.3453,19.3183,19.2686,19.2366,18.9006,18.8196,19.1451,19.2238,19.2392,19.1967,19.1868,19.189,19.1498,19.1238,19.0874,19.0588,19.0279,19.0104,18.9921,18.9996,18.9673,18.9435,18.9409,18.9316,18.9517,18.9294,18.934,18.8688,18.9302,18.9178,18.936
CV,7318,56990,711,True,20.666,20.6058,20.6008,20.5994,20.5674,20.5165,20.5024,20.5101,20.6025,20.5914,20.4881,20.4948,20.4808,20.4527,20.4593,20.4686,20.4499,20.4591,20.5178,20.5496,20.5349,20.5223,20.5347,20.5371,20.5231,20.5652,20.5359,20.4334,20.5363,20.5413,20.5641,20.5376,20.5811,20.5217,20.3656,20.193,20.1376,20.2083,20.3864,20.2803,20.2202,20.1164,19.944,19.918,19.9595,20.0906,20.0473,19.9099,19.8948,19.7997,19.8222,19.7478,19.5962
CV,2858,54464,228,True,20.9459,21.1813,21.263,21.6243,21.2656,21.3187,21.5674,21.7346,21.7341,21.2478,21.2147,21.5129,21.4353,21.3512,21.4234,21.2484,21.0974,21.0144,20.976,20.969,21.0125,21.2363,21.5658,21.3769,21.2304,21.4141,20.6596,20.5611,21.3578,21.3972,21.1366,20.8987,21.0066,21.0817,20.8909,20.9689,20.8749,21.072,21.0467,21.0595,20.9458,20.9769,20.8866,20.7134,20.5569,20.3867,20.2621,20.4731,20.7225,20.4798,20.2887,20.4041,20.409
CV,2858,54498,239,True,18.1766,18.1159,18.1404,18.0939,18.1566,18.1746,18.1716,18.1732,18.2048,18.2594,18.299,18.2953,18.302,18.3279,18.3394,18.3611,18.3826,18.3995,18.4125,18.4316,18.4253,18.4548,18.4848,18.5182,18.5362,18.5567,18.5187,18.5343,18.6029,18.623,18.6243,18.6221,18.6396,18.6516,18.6534,18.677,18.6815,18.7052,18.7144,18.6938,18.7003,18.7083,18.6864,18.6795,18.6648,18.632,18.6487,18.7017,18.6979,18.5977,18.6345,18.7426,18.8032
CV,7111,56741,72,True,20.2622,20.4743,20.5337,20.7727,20.5344,20.5145,20.6811,20.7155,20.6999,20.4563,20.4297,20.7217,20.6788,20.6694,20.7108,20.6975,20.7419,20.7561,20.7524,20.6326,20.5803,20.7004,20.6966,20.6362,20.6595,20.6913,20.1475,20.1161,20.6026,20.6232,20.6206,20.5383,20.5286,20.6012,20.558,20.4679,20.4513,20.4579,20.4473,20.4627,20.4484,20.4355,20.4027,20.3726,20.3712,20.3832,20.2652,20.22,20.2055,20.3239,20.3574,20.3284,20.2642
CV,2654,54231,23,True,18.5079,18.5258,18.4627,18.465,18.4873,18.5576,18.6299,18.6628,18.7091,18.7064,18.6848,18.6803,18.5908,18.5468,18.566,18.6183,18.7247,18.8111,18.8498,18.894,18.9534,19.0446,19.0408,19.0424,19.0388,18.9971,18.8191,18.7383,18.8802,18.9574,19.0103,19.0101,19.0254,19.0651,19.0826,19.0732,19.1216,19.1443,19.1453,19.1394,19.101,19.1346,19.2405,19.2376,19.2104,19.296,19.335,19.2565,19.1655,19.0915,19.2147,19.1716,19.1961
CV,1572,53177,400,True,20.0992,20.2206,20.2196,20.2196,20.1038,20.0986,20.1121,20.126,20.1955,20.0524,19.9925,20.1861,20.1365,20.1125,20.1558,20.1321,20.1624,20.2197,20.2231,20.0861,19.9864,20.1202,20.1143,20.1182,20.1059,20.0838,19.6085,19.5348,20.0528,20.1038,20.0571,20.0576,20.0619,20.0873,19.969,19.9413,19.9307,19.9364,19.9834,19.9307,19.9969,19.924,19.93,19.9051,19.8,19.6932,19.6145,19.5738,19.4031,19.4309,19.6827,19.6647,19.766
CV,776,52319,381,False,19.766,19.766,19.766,19.766,19.766,19.766,19.766,19.766,19.766,19.766,19.766,19.766,19.766,19.766,19.766,19.766,19.766,19.766,24.4627,19.171,18.3697,18.4866,18.4643,18.4541,18.4676,18.4162,17.9392,17.8638,18.2702,18.3614,18.3624,18.3068,18.2705,18.3295,18.3173,18.2884,18.2788,18.2724,18.2489,18.2519,18.2663,18.2528,18.226,18.1991,18.1815,18.1569,18.1014,18.1209,18.146,18.1623,18.2247,18.209,18.2697
CV,844,52378,423,True,19.9052,19.975,19.9262,20.0247,19.8453,19.904,19.9554,19.9839,19.9844,19.7097,19.6583,20.0107,19.9922,20.0217,20.037,20.0422,20.018,20.0223,20.0095,19.9772,19.9246,20.0942,20.0547,20.0386,20.0953,20.1387,19.0848,18.9294,20.0345,20.0894,20.092,20.0774,20.0474,20.0876,20.1468,20.0616,20.0359,20.057,20.0555,19.9791,19.958,19.9452,20.0882,20.0855,20.2499,20.2216,19.9863,19.96,20.1551,20.2009,20.1391,20.0226,19.9508
CV,1395,52825,45,True,17.2019,17.2884,17.2843,17.5078,17.2818,17.2991,17.4785,17.4793,17.3863,17.3095,17.2689,17.523,17.5683,17.5912,17.5797,17.5681,17.5807,17.5847,17.5815,17.5319,17.5133,17.5947,17.5954,17.6008,17.5947,17.5905,17.3862,17.3418,17.5535,17.6181,17.6175,17.6081,17.601,17.6008,17.6297,17.6471,17.6588,17.6624,17.6839,17.6787,17.6956,17.6891,17.7022,17.6721,17.6661,17.6966,17.7233,17.6831,17.6931,17.7545,17.7779,17.7619,17.7117
CV,8518,58193,870,True,20.6167,20.577,20.5497,20.4911,20.5325,20.5295,20.5248,20.5016,20.5216,20.5694,20.5566,20.5584,20.5715,20.5713,20.5787,20.6021,20.6459,20.7191,20.6797,20.6777,20.6973,20.7259,20.7277,20.7246,20.7571,20.7794,20.5804,20.5284,20.822,20.8396,20.8349,20.793,20.8105,20.8493,20.7822,20.6487,20.5899,20.6031,20.7317,20.6079,20.5767,20.5976,20.5204,20.5192,20.4892,20.4724,20.4349,20.5207,20.4137,20.3247,20.3918,20.3658,20.2719
CV,1567,53172,495,True,19.5573,19.7293,19.8405,20.0844,19.6011,19.5905,19.8107,19.9295,19.9142,19.2799,19.2319,19.8339,19.8626,19.8482,19.8467,19.8509,19.8524,19.834,19.8138,19.5541,19.459,19.8622,19.8497,19.82,19.7922,19.8341,18.6385,18.4961,19.5729,19.8163,19.7679,19.6223,19.6047,19.7399,19.688,19.6104,19.5834,19.612,19.7029,19.6182,19.6827,19.5609,19.3563,19.3406,19.3283,19.3354,19.1521,19.1077,19.1887,19.1039,19.114,19.1722,19.1182
CV,904,52381,147,False,13.9442,13.8891,13.9207,13.8829,13.9426,13.959,13.9569,13.9603,13.9731,14.0277,14.0577,14.0475,14.0664,14.0871,14.0926,14.1058,14.1196,14.136,14.1414,14.1501,14.1729,14.1813,14.4693,16.1259,16.1259,16.1259,16.1259,16.1259,16.1259,16.1259,16.1259,16.1259,16.1259,16.1259,16.1259,16.1259,16.1259,16.1259,16.1259,16.1259,16.1259,16.1259,16.1259,16.1259,16.1259,16.1259,16.1259,16.1259,16.1259,16.1259,16.1259,16.1259,16.1259
CV,6687,56602,108,True,17.9207,18.1161,18.2018,18.3938,18.1664,18.1904,18.3763,18.4585,18.4786,18.1803,18.151,18.4774,18.4818,18.4499,18.4898,18.5123,18.5311,18.5208,18.5415,18.4266,18.3549,18.5025,18.487,18.4699,18.4591,18.4516,17.8979,17.8293,18.3738,18.4401,18.4226,18.3642,18.3372,18.3711,18.3508,18.3396,18.3303,18.3347,18.2978,18.2861,18.291,18.2762,18.2484,18.2305,18.2286,18.2359,18.094,18.1037,18.1474,18.1996,18.2539,18.1645,18.0785
CV,1429,52990,359,True,16.882,16.9403,16.9816,17.0597,17.0021,17.0505,17.1321,17.1428,17.156,17.0872,17.0881,17.2191,17.2368,17.25,17.2666,17.2811,17.2974,17.3068,17.3188,17.311,17.3072,17.3466,17.3421,17.3392,17.3399,17.3409,17.0871,17.0459,17.3293,17.3775,17.3846,17.3683,17.3714,17.3808,17.3732,17.4039,17.408,17.4196,17.4192,17.4172,17.4323,17.4335,17.4505,17.4363,17.4204,17.4125,17.397,17.3959,17.443,17.4792,17.4776,17.4361,17.4469
CV,8357,58157,532,True,18.3332,18.4677,18.4533,18.7292,18.3188,18.356,18.5383,18.6209,18.5917,18.1898,18.1032,18.4926,18.5059,18.4824,18.5232,18.5287,18.536,18.5431,18.5425,18.4072,18.3364,18.5206,18.5026,18.4797,18.4679,18.473,17.8626,17.7678,18.3537,18.4781,18.4768,18.401,18.3946,18.4083,18.3886,18.4073,18.397,18.3992,18.3674,18.3498,18.3829,18.3737,18.3376,18.3055,18.3031,18.2639,18.1688,18.2042,18.2365,18.2928,18.3143,18.2854,18.2837
CV,1970,53386,541,True,19.6561,19.6465,19.6686,19.6761,19.6223,19.6273,19.6015,19.6166,19.6438,19.5873,19.5549,19.6728,19.6637,19.6697,19.6709,19.6765,19.6969,19.6871,19.7183,19.6477,19.6459,19.7438,19.7353,19.7037,19.6899,19.7082,19.2867,19.1994,19.6814,19.7085,19.6479,19.6294,19.6517,19.6108,19.5514,19.5374,19.5247,19.5627,19.5506,19.4341,19.4581,19.465,19.3806,19.3956,19.4514,19.3947,19.2541,19.1894,19.2046,19.2815,19.3555,19.2682,19.2127
CV,8381,57512,216,True,19.2219,19.3245,19.3522,19.4788,19.3363,19.3704,19.4216,19.4418,19.4652,19.3023,19.2639,19.4891,19.4715,19.4671,19.4893,19.4822,19.474,19.4366,19.488,19.4102,19.3863,19.4982,19.4849,19.4927,19.4945,19.4901,18.9844,18.873,19.3866,19.4473,19.4355,19.3533,19.3419,19.3736,19.3015,19.2457,19.2162,19.2359,19.2761,19.2544,19.205,19.1445,19.0713,19.0447,19.0399,19.024,18.9432,18.9508,18.9421,18.9606,19.0012,18.9712,18.9217
CV,348,51696,103,True,20.1878,20.4561,20.6383,20.9682,20.4629,20.4263,20.7827,20.7442,20.7781,20.1814,20.1297,20.697,20.6491,20.5922,20.6592,20.6098,20.5156,20.4478,20.5371,20.2979,20.2523,20.5667,20.5567,20.4417,20.4181,20.4335,19.5199,19.4026,20.2072,20.3575,20.3597,20.1864,20.1268,20.1982,20.2559,20.1267,20.185,20.1142,20.1499,20.1452,20.065,20.0305,19.931,19.9381,19.9263,20.0084,19.7141,19.9008,19.8792,19.7727,19.9238,19.8575,19.8633
CV,348,51671,103,False,20.0233,20.2835,20.3415,20.6722,20.2656,20.2571,20.5595,20.6377,20.6504,20.0537,19.9909,20.4753,20.4472,20.3658,20.4183,20.3603,20.3765,20.404,20.3041,20.1112,20.1067,20.3466,20.7253,22.743,22.743,22.743,22.743,22.743,22.743,22.743,22.743,22.743,22.743,22.743,22.743,22.743,22.743,22.743,22.743,22.743,22.743,22.743,22.743,22.743,22.743,22.743,22.743,22.743,22.743,22.743,22.743,22.743,22.743
CV,1415,52885,95,True,18.0622,18.2522,18.3166,18.6147,18.2507,18.276,18.477,18.564,18.5288,18.1524,18.0786,18.4899,18.4951,18.4567,18.4793,18.4923,18.4966,18.5037,18.4764,18.3386,18.2624,18.4614,18.4534,18.435,18.4213,18.4083,17.7951,17.6786,18.2885,18.3837,18.3852,18.322,18.2857,18.3393,18.3258,18.2831,18.278,18.2693,18.2202,18.1802,18.2402,18.2402,18.2021,18.1605,18.1308,18.0636,17.9966,18.0543,18.119,17.9654,18.0065,18.0742,18.1715
CV,1981,53463,66,True,17.0021,17.1893,17.2251,17.5424,17.1535,17.1888,17.3954,17.4582,17.4155,17.0241,16.9577,17.3513,17.3724,17.3521,17.3633,17.3558,17.351,17.3471,17.3251,17.2059,17.1319,17.3014,17.3006,17.2824,17.2525,17.2348,16.6495,16.5561,17.0974,17.1967,17.1864,17.112,17.0969,17.1323,17.1038,17.0986,17.0813,17.0785,17.0423,17.0077,17.0335,17.0281,17.0017,16.9715,16.9655,16.938,16.8583,16.8947,16.9177,16.9315,16.9789,16.9529,16.9705
CV,6445,56366,172,True,16.3844,16.57,16.612,16.8674,16.5361,16.5744,16.7655,16.8363,16.8143,16.4983,16.4327,16.7546,16.7637,16.7371,16.757,16.7485,16.748,16.7398,16.7291,16.6216,16.5625,16.6838,16.6642,16.6472,16.62,16.5973,16.1689,16.0836,16.4933,16.5651,16.5506,16.4931,16.4729,16.4974,16.474,16.4727,16.4593,16.4504,16.4174,16.3982,16.4163,16.4056,16.3828,16.3603,16.3551,16.3241,16.2563,16.2911,16.3114,16.3424,16.3882,16.3558,16.3304
CV,1689,53177,342,False,16.3304,16.3304,16.3304,16.3304,16.3304,16.3304,16.3304,16.3304,16.3304,16.3304,16.3304,16.3304,16.3304,16.3304,16.3304,16.3304,16.3304,16.3304,23.6497,18.4311,17.4184,17.408,17.4162,17.434,17.4341,17.4282,17.4099,17.4014,17.4321,17.4451,17.4485,17.4463,17.4598,17.4591,17.4378,17.4536,17.4605,17.4567,17.4546,17.4518,17.4672,17.4523,17.4639,17.469,17.4604,17.4781,17.4745,17.4651,17.4745,17.4573,17.4517,17.4494,17.4192
CV,1688,53462,232,True,17.3179,17.253,17.2129,17.1836,17.2176,17.2119,17.1865,17.1759,17.1832,17.2253,17.2407,17.2328,17.2474,17.2538,17.2395,17.2383,17.2414,17.2433,17.2395,17.2355,17.2695,17.2581,17.2738,17.293,17.2904,17.2953,17.2842,17.279,17.3047,17.3316,17.3327,17.3187,17.3364,17.3371,17.3291,17.3337,17.335,17.3366,17.3352,17.3306,17.3365,17.3438,17.3576,17.3635,17.3561,17.3412,17.3694,17.3876,17.3715,17.3536,17.3456,17.3837,17.3018
CV,7386,56769,764,True,19.922,20.0161,20.1161,20.1022,20.1259,20.1307,20.0986,20.0986,20.1761,20.1775,20.1628,20.2203,20.1609,20.1159,20.1552,20.1941,20.219,20.2285,20.2628,20.2082,20.2225,20.2703,20.2347,20.2278,20.1795,20.2514,19.8899,19.841,20.2458,20.2779,20.2609,20.2278,20.1939,20.2234,20.2267,20.1702,20.1322,20.1311,20.1245,20.1882,20.231,20.1406,20.0032,19.9449,20.0107,19.9995,19.7767,19.8142,19.824,19.9485,19.9223,19.8102,19.7258
CV,492,51955,454,True,18.6316,18.8258,18.8877,19.1884,18.8117,18.8394,19.0523,19.1505,19.1401,18.736,18.6658,19.0791,19.0996,19.0708,19.0935,19.0998,19.1146,19.1214,19.1211,18.9694,18.9033,19.1073,19.0699,19.0803,19.0342,19.0155,18.3789,18.2622,18.8403,18.9644,18.957,18.8887,18.8593,18.936,18.9058,18.8979,18.8788,18.8707,18.8375,18.8463,18.8929,18.8546,18.8371,18.8012,18.7745,18.7611,18.5832,18.6396,18.656,18.7538,18.8328,18.7793,18.8328
CV,834,52316,431,True,18.0366,18.1091,18.1372,18.4106,18.1717,18.03,18.1857,18.2341,18.0774,18.0307,17.9048,18.0153,18.1464,18.2518,18.2378,18.2234,18.1882,18.1554,18.1396,17.9542,17.851,18.1257,18.1301,18.1049,18.0158,18.0081,17.64,17.5134,17.8554,18.0399,18.0284,17.8931,17.8657,17.9509,17.8933,17.9688,17.9514,17.9489,17.9445,17.9102,17.8889,17.9236,17.919,17.8641,17.8544,17.8558,17.8171,17.851,17.8273,17.8099,17.8976,17.8565,17.8876
CV,459,51924,222,True,21.7321,21.88,21.8788,22.0407,21.9712,21.9488,22.0259,22.0278,21.9463,21.7829,21.7217,21.9261,21.9133,21.9265,21.9482,21.9006,21.767,21.5574,21.8836,21.8114,21.749,21.7658,21.5974,21.6127,21.6769,21.6504,21.1281,21.0302,21.5647,21.5343,21.5565,21.4897,21.4175,21.405,21.3463,21.3305,21.3197,21.322,21.266,21.1766,21.2067,21.2317,21.102,21.1379,20.9622,20.8153,20.6762,20.6499,20.4074,20.4997,20.2324,20.2882,20.7631
CV,407,51820,592,True,20.0967,20.2012,20.1533,20.3132,20.0484,20.0709,20.2407,20.273,20.2679,19.9251,19.9318,20.3136,20.3149,20.3251,20.3406,20.3771,20.3651,20.402,20.4086,20.2688,20.1614,20.3594,20.3735,20.3695,20.3979,20.4306,19.431,19.3333,20.3957,20.494,20.4211,20.4295,20.3999,20.4277,20.41,20.4274,20.4784,20.6031,20.4014,20.4311,20.5831,20.5664,20.4989,20.4914,20.4637,20.2133,20.4405,20.9674,20.9209,20.1704,20.3692,20.6631,20.5935
CV,6781,56599,575,True,19.7271,19.8843,19.8167,20.0829,19.6507,19.6699,19.9322,19.9921,19.9811,19.4408,19.393,19.9617,19.9538,19.9358,19.9555,19.9574,19.9751,19.9786,19.987,19.8082,19.7225,19.9957,19.9797,19.992,19.9757,19.9913,18.8469,18.718,19.7948,19.9351,19.9154,19.8441,19.8193,19.9101,19.9469,19.9143,19.8744,19.8953,19.8848,19.8852,19.964,19.9978,19.8463,19.8375,19.8854,19.8963,19.815,19.8254,19.8769,19.9981,20.0983,19.8835,19.8036
