class,plate,mjd,fiber,good,J0390,J0400,J0410,J0420,J0430,J0440,J0450,J0460,J0470,J0480,J0490,J0500,J0510,J0520,J0530,J0540,J0550,J0560,J0570,J0580,J0590,J0600,J0610,J0620,J0630,J0640,J0650,J0660,J0670,J0680,J0690,J0700,J0710,J0720,J0730,J0740,J0750,J0760,J0770,J0780,J0790,J0800,J0810,J0820,J0830,J0840,J0850,J0860,J0870,J0880,J0890,J0900,J0910
OBA,1943,53386,481,True,19.0229,18.7625,18.7186,18.6176,18.7218,18.6835,18.5842,18.5719,18.5759,18.6744,18.6984,18.604,18.6188,18.6277,18.6127,18.6147,18.5971,18.602,18.6095,18.6139,18.6165,18.6571,18.6645,18.6672,18.605,18.6728,18.7392,18.7647,18.6858,18.666,18.6582,18.6859,18.7213,18.6462,18.5798,18.6681,18.7215,18.7375,18.6731,18.6414,18.6677,18.6719,18.7372,18.7755,18.7347,18.6918,18.7519,18.7555,18.5862,18.2866,18.3316,18.4931,18.672
OBA,1944,53385,292,True,23.1018,23.0562,22.9016,22.7946,22.6662,22.8873,22.9994,23.055,23.1252,23.149,23.1995,23.3588,23.4266,23.2215,23.1564,23.1758,23.1471,22.9484,22.9319,22.9411,23.0118,22.8568,23.2393,23.242,23.3106,23.2537,23.5208,23.5413,23.9793,23.4979,23.1714,22.9862,23.7034,22.9165,22.6231,23.0882,23.4226,23.055,22.7611,22.4724,22.3073,21.9792,22.0323,22.4138,21.5624,21.1563,21.7344,21.4296,20.9712,20.4821,20.246,20.366,20.8629
OBA,1956,53437,496,True,15.4727,15.3153,15.2616,15.1794,15.2291,15.2005,15.1408,15.1151,15.0956,15.1446,15.1454,15.0857,15.0788,15.0835,15.0588,15.0506,15.0304,15.0245,15.0115,15.0027,15.0043,14.9953,15.0027,15.0023,14.9965,14.9993,15.0474,15.0446,14.988,14.9883,14.9863,14.986,14.9895,14.9907,14.9878,14.9898,14.9895,14.9869,14.9948,14.9919,14.9864,14.9872,14.9939,14.9904,14.9945,14.9945,15.0038,15.0151,15.0093,14.9953,14.9893,14.9927,14.9117
OBA,1962,53321,329,True,19.6596,19.5282,19.4692,19.4112,19.3887,19.3563,19.3158,19.2658,19.2266,19.2235,19.1931,19.1444,19.1209,19.0959,19.063,19.0371,19.0024,18.9777,18.9668,18.9474,18.9619,18.9505,18.9353,18.9387,18.899,18.8828,18.9142,18.8958,18.8488,18.8343,18.8162,18.8006,18.7879,18.7901,18.801,18.802,18.7801,18.7966,18.7942,18.824,18.8326,18.7944,18.7507,18.7803,18.8342,18.8235,18.8445,18.8537,18.9105,18.9364,18.9984,18.9903,18.8381
OBA,1962,53321,425,True,21.0241,20.8979,20.8674,20.7968,20.7921,20.718,20.6302,20.5962,20.5551,20.5537,20.5529,20.4874,20.4298,20.3987,20.3771,20.3591,20.3425,20.3228,20.289,20.2825,20.2679,20.2292,20.2496,20.2378,20.214,20.2277,20.2458,20.2297,20.1824,20.1909,20.1706,20.16,20.1303,20.0762,20.081,20.1258,20.0886,20.1354,20.1311,20.0956,20.1241,20.1581,20.1868,20.1811,19.977,19.7463,19.9855,20.0692,19.96,19.838,19.7463,19.9212,20.1606
OBA,1962,53321,480,True,20.1346,20.0462,19.9798,19.9099,19.8967,19.8568,19.8132,19.777,19.7373,19.7347,19.7082,19.6423,19.6086,19.5973,19.5557,19.5353,19.5147,19.4826,19.4519,19.4211,19.4063,19.3798,19.3659,19.3423,19.3339,19.3177,19.3365,19.3295,19.2866,19.2802,19.2722,19.2576,19.2386,19.228,19.2274,19.2173,19.2083,19.1804,19.1744,19.1754,19.1942,19.1763,19.1483,19.139,19.1558,19.2074,19.1282,19.0774,19.096,19.065,19.1131,19.0873,19.0315
OBA,1969,53383,442,True,19.7493,19.6514,19.5934,19.5212,19.5059,19.4888,19.4251,19.3922,19.3707,19.3861,19.3764,19.3296,19.2915,19.2902,19.264,19.2411,19.202,19.2197,19.1958,19.1875,19.1852,19.1667,19.1703,19.206,19.167,19.1531,19.1701,19.1632,19.1438,19.1554,19.1607,19.1325,19.1293,19.1867,19.2995,19.1593,19.1103,19.1385,19.1495,19.196,19.2263,19.2048,19.1098,19.1118,19.185,19.2815,19.2005,19.0402,19.0811,19.2121,19.1671,19.2629,19.1004
OBA,1974,53430,190,False,18.0598,17.8725,17.876,17.7757,17.8966,17.8783,17.8166,17.8328,17.8546,17.9665,17.9764,17.8768,17.8813,17.9049,17.9031,17.9182,17.9284,17.9384,17.9587,17.9648,17.9841,17.9914,18.3637,20.425,20.425,20.425,20.425,20.425,20.425,20.425,20.425,20.425,20.425,20.425,20.425,20.425,20.425,20.425,20.425,20.425,20.425,20.425,20.425,20.425,20.425,20.425,20.425,20.425,20.425,20.425,20.425,20.425,20.425
OBA,1988,53469,310,True,16.8548,16.6705,16.5784,16.5114,16.528,16.4655,16.3876,16.3577,16.3222,16.347,16.3276,16.2745,16.2603,16.2557,16.2263,16.2099,16.1869,16.1742,16.1583,16.1608,16.1476,16.1364,16.1281,16.1259,16.1172,16.1124,16.1447,16.1424,16.1003,16.0956,16.0919,16.0892,16.0875,16.0826,16.0774,16.081,16.079,16.0731,16.0788,16.0796,16.0798,16.0782,16.0747,16.0687,16.0749,16.0814,16.0851,16.0843,16.0787,16.066,16.0583,16.0718,16.0064
OBA,1989,53772,64,True,18.5581,18.4476,18.3742,18.3429,18.3911,18.3582,18.3003,18.2821,18.2518,18.2654,18.2494,18.1932,18.1868,18.1841,18.1513,18.1316,18.1128,18.1084,18.0949,18.0696,18.0572,18.0489,18.0462,18.0399,18.035,18.0274,18.0599,18.0427,18.0015,17.9962,17.9887,17.9875,17.9814,17.9723,17.9658,17.9717,17.9626,17.9699,17.9865,17.987,17.9599,17.9563,17.9446,17.9416,17.9412,17.9129,17.9461,17.9568,17.9368,17.9428,17.948,17.9245,17.8615
OBA,1989,53772,213,True,15.4407,15.407,15.3854,15.3877,15.4522,15.4613,15.4618,15.4911,15.516,15.5606,15.5622,15.5305,15.5371,15.5507,15.5442,15.5539,15.5578,15.5631,15.5621,15.5621,15.5786,15.577,15.5858,15.5975,15.6024,15.6092,15.6419,15.6473,15.6205,15.6256,15.6317,15.6368,15.6476,15.6538,15.6551,15.6616,15.6643,15.6699,15.676,15.6808,15.6869,15.6878,15.6931,15.7037,15.7084,15.7093,15.7229,15.7326,15.7291,15.7299,15.7284,15.7413,15.6578
OBA,1997,53442,515,True,18.9581,18.7985,18.7348,18.6537,18.7004,18.6661,18.6069,18.5783,18.5458,18.5829,18.5861,18.5228,18.5216,18.5075,18.4917,18.4845,18.4635,18.4566,18.4538,18.4441,18.4363,18.4359,18.4277,18.4283,18.433,18.4237,18.4627,18.4546,18.4059,18.3966,18.4024,18.4101,18.4137,18.4362,18.4199,18.3973,18.4122,18.4064,18.4284,18.4403,18.4374,18.4331,18.4383,18.4096,18.4327,18.4679,18.4448,18.4255,18.4384,18.4425,18.4412,18.4231,18.3518
OBA,2002,53471,608,True,18.9395,18.8781,18.8243,18.7137,18.7206,18.6754,18.5819,18.5409,18.5345,18.5653,18.5385,18.4582,18.4383,18.4299,18.4042,18.3961,18.376,18.3675,18.3495,18.3439,18.3499,18.3457,18.3311,18.3475,18.3451,18.3475,18.4176,18.4062,18.3431,18.3536,18.3334,18.3367,18.3389,18.3119,18.2894,18.2599,18.2672,18.2972,18.3586,18.3287,18.3139,18.2766,18.1625,18.1115,18.138,18.1604,18.2353,18.1687,18.2086,18.0758,18.0337,18.0243,17.9438
OBA,2024,53503,1,True,16.7646,16.6358,16.5902,16.5479,16.5653,16.53,16.4734,16.4377,16.3992,16.4109,16.4043,16.3544,16.3392,16.3238,16.2988,16.2868,16.2604,16.2441,16.2361,16.2247,16.2103,16.2022,16.1933,16.1844,16.1749,16.1738,16.2004,16.1919,16.1497,16.1438,16.1382,16.1338,16.1346,16.1297,16.1271,16.1223,16.1194,16.1144,16.1147,16.1155,16.1115,16.1113,16.1089,16.1086,16.1182,16.1158,16.1142,16.1152,16.1141,16.1121,16.1114,16.1425,16.1923
OBA,2041,53387,610,True,15.4016,15.1882,15.1225,15.0215,15.0832,15.0406,14.9637,14.9248,14.8951,14.9658,14.9644,14.8852,14.8739,14.8796,14.8507,14.8381,14.8145,14.8032,14.7896,14.781,14.7807,14.767,14.7686,14.765,14.7605,14.7651,14.8189,14.8133,14.7491,14.7442,14.744,14.7478,14.7523,14.752,14.7504,14.7562,14.7541,14.7499,14.7562,14.7584,14.7586,14.7562,14.7605,14.7649,14.7683,14.77,14.78,14.7858,14.7732,14.7581,14.7474,14.7559,14.6712
OBA,2043,53351,624,True,17.1879,16.9715,16.8998,16.7801,16.8187,16.7596,16.6759,16.6317,16.5973,16.6542,16.6538,16.5726,16.5658,16.5636,16.529,16.5236,16.4979,16.4896,16.4734,16.4676,16.4771,16.4617,16.4661,16.4727,16.4633,16.4623,16.5183,16.5161,16.4568,16.4561,16.4514,16.4505,16.4561,16.4583,16.4536,16.4614,16.4635,16.4614,16.4747,16.4732,16.4731,16.4694,16.495,16.4921,16.4872,16.4876,16.4867,16.488,16.5017,16.4858,16.4797,16.5072,16.4332
OBA,2055,53729,527,True,15.8636,15.7186,15.6888,15.6119,15.6574,15.6262,15.5643,15.541,15.5179,15.5655,15.5549,15.4906,15.4816,15.4732,15.4491,15.4423,15.4281,15.4148,15.4053,15.3993,15.3971,15.386,15.3839,15.3815,15.3772,15.3751,15.4162,15.4143,15.3602,15.3553,15.3532,15.3496,15.3474,15.3473,15.3433,15.3447,15.3448,15.3395,15.3433,15.3428,15.3428,15.3411,15.3454,15.3415,15.3476,15.3503,15.3551,15.3606,15.3618,15.3565,15.3438,15.3511,15.2694
OBA,2056,53463,12,False,15.2694,15.2694,15.2694,15.2694,15.2694,15.2694,15.2694,15.2694,15.2694,15.2694,15.2694,15.2694,15.2694,15.2694,15.2694,15.2694,15.2694,15.2694,24.7586,17.7056,16.9696,16.969,17.3741,19.773,19.773,19.773,19.773,19.773,19.773,19.773,19.773,19.773,19.773,19.773,19.773,19.773,19.773,19.773,19.773,19.773,19.773,19.773,19.773,19.773,19.773,19.773,19.773,19.773,19.773,19.773,19.773,19.773,19.773
OBA,2056,53463,197,True,17.6811,17.5883,17.5392,17.4798,17.4934,17.4596,17.407,17.3808,17.3703,17.3983,17.3564,17.2877,17.263,17.2496,17.2246,17.2129,17.1957,17.1822,17.1601,17.1374,17.132,17.1105,17.0887,17.0777,17.0643,17.057,17.0813,17.0813,17.0453,17.0383,17.0344,17.0234,17.0201,17.0227,17.0159,17.0112,17.0106,17.0141,17.0111,17.0143,17.014,17.002,16.9988,16.9912,16.9916,16.9866,16.9891,16.9924,16.9941,16.9922,16.9898,16.989,16.9223
OBA,2058,53349,83,True,20.0026,19.9137,19.9176,19.8349,19.8261,19.7823,19.7288,19.6783,19.653,19.6706,19.6478,19.5815,19.5627,19.5466,19.4975,19.4736,19.4421,19.4338,19.3626,19.3631,19.3958,19.3611,19.36,19.3639,19.3407,19.335,19.3489,19.3352,19.2917,19.2851,19.2678,19.2569,19.2517,19.239,19.2497,19.2068,19.1926,19.2222,19.2371,19.2318,19.2327,19.1961,19.183,19.1601,19.1827,19.227,19.2175,19.2049,19.1564,19.1634,19.246,19.2209,19.2127
OBA,2066,53349,536,True,20.5931,20.4636,20.3988,20.2871,20.3278,20.2866,20.2196,20.1742,20.1378,20.1631,20.1601,20.0989,20.0751,20.0605,20.029,20.0136,20.0104,20.0085,19.9735,19.989,19.9799,19.9276,19.9028,19.8993,19.9225,19.8842,19.9358,19.9239,19.8715,19.8784,19.8598,19.8491,19.8459,19.8815,19.9068,19.8756,19.8405,19.7783,19.8512,19.9625,19.9684,19.8974,19.8169,19.7922,19.814,19.824,19.7299,19.7955,20.0312,20.1133,19.8884,19.9469,19.6525
OBA,2069,53376,428,True,21.4959,21.3176,21.1409,21.0465,21.0569,21.0395,20.9433,20.8353,20.8048,20.8975,20.8413,20.7467,20.726,20.7037,20.6528,20.6128,20.5908,20.5952,20.4978,20.4402,20.488,20.4884,20.5583,20.5393,20.5233,20.4657,20.5205,20.4938,20.4108,20.4277,20.4235,20.4366,20.3626,20.3726,20.4358,20.4213,20.3896,20.3633,20.4582,20.4695,20.5126,20.4972,20.4605,20.3927,20.4241,20.6093,20.4823,20.4115,20.3068,20.4375,20.5115,20.4739,20.1721
OBA,2078,53378,105,False,14.4121,14.1981,14.2021,14.084,14.222,14.1935,14.1124,14.1064,14.1007,14.2319,14.2641,14.1545,14.1669,14.1885,14.1783,14.1852,14.1847,14.1881,14.1928,14.2033,14.2304,14.2354,14.6468,16.9251,16.9251,16.9251,16.9251,16.9251,16.9251,16.9251,16.9251,16.9251,16.9251,16.9251,16.9251,16.9251,16.9251,16.9251,16.9251,16.9251,16.9251,16.9251,16.9251,16.9251,16.9251,16.9251,16.9251,16.9251,16.9251,16.9251,16.9251,16.9251,16.9251
OBA,2079,53379,594,True,19.2084,19.0966,19.0332,18.9774,18.9772,18.9338,18.877,18.838,18.8044,18.8064,18.7837,18.7367,18.7204,18.7007,18.6652,18.6478,18.6195,18.5984,18.5719,18.5593,18.5356,18.519,18.5035,18.4885,18.4837,18.4706,18.4831,18.4758,18.4361,18.4257,18.4205,18.4184,18.4118,18.4144,18.4086,18.3937,18.3784,18.3724,18.3808,18.3725,18.3602,18.3496,18.3661,18.3588,18.3558,18.3608,18.359,18.3509,18.3626,18.3678,18.3506,18.3495,18.2646
OBA,2088,53493,128,True,22.0399,22.4608,22.738,22.683,22.6481,22.6652,22.7762,23.0941,22.9258,23.1596,23.1528,23.0218,22.9231,23.0546,23.015,22.9379,22.714,22.763,22.5352,22.5431,22.3373,22.8827,22.7925,22.6855,22.5495,22.6731,22.5586,22.7747,23.0434,22.7031,22.5093,22.7497,22.7727,23.0121,22.2073,22.6848,22.7028,22.4681,22.5182,21.6112,21.4618,21.8283,22.1266,21.8084,21.7368,21.6088,21.7572,21.9182,21.787,21.2502,21.1411,20.9068,21.1009
OBA,2089,53498,3,True,19.3322,19.1958,19.119,19.0612,19.1182,19.0797,19.0213,18.9894,18.9721,19.0279,19.0464,18.9955,18.9847,18.9758,18.955,18.9689,18.9543,18.9505,18.9819,19.0032,19.0204,18.9529,18.932,18.8976,18.9226,18.9184,18.9734,18.9806,18.9145,18.8852,18.908,18.9489,18.9354,18.9222,18.9348,18.9873,18.9662,18.9755,18.9391,18.9609,18.9734,18.9998,18.9795,19.0864,19.1204,19.0666,19.0777,19.1636,19.1227,19.0911,19.1005,18.9275,18.8048
OBA,2092,53460,88,True,18.8279,18.6216,18.5622,18.4369,18.5331,18.4844,18.3964,18.3684,18.3405,18.408,18.4178,18.3387,18.3306,18.3355,18.3076,18.3153,18.2922,18.2858,18.2759,18.2629,18.2681,18.2662,18.2612,18.2584,18.2719,18.2781,18.3451,18.3555,18.2861,18.2821,18.283,18.2842,18.3103,18.3298,18.3316,18.3136,18.3124,18.3039,18.3198,18.3505,18.337,18.3302,18.3269,18.3453,18.3785,18.3701,18.3866,18.3413,18.3874,18.44,18.3845,18.3852,18.2597
OBA,2103,53467,237,True,22.1049,22.5773,22.7267,22.846,22.6138,22.8708,22.9756,22.9548,22.8749,23.0486,22.9848,23.2229,23.3517,23.2091,22.9542,23.1396,22.9694,22.6867,22.7726,22.5482,22.8204,22.6392,22.7363,22.902,23.2017,23.8722,23.3364,23.5342,23.4714,23.5682,23.265,23.4565,23.4351,23.3255,22.8405,23.3469,23.1648,22.776,23.5974,22.6789,22.5044,23.1225,22.6826,23.432,23.1991,22.8067,22.7136,22.2291,22.0959,21.9241,21.3094,21.4317,21.3681
OBA,2111,53467,223,True,17.4001,17.2803,17.2129,17.1646,17.1594,17.1035,17.0483,17.0218,16.9915,16.9923,16.9664,16.9178,16.8964,16.8839,16.8522,16.8367,16.8137,16.7963,16.7745,16.7537,16.7493,16.7351,16.7179,16.7054,16.6933,16.6804,16.7081,16.6955,16.6513,16.6447,16.6404,16.6288,16.6229,16.6227,16.6166,16.6068,16.6038,16.5996,16.5952,16.5925,16.5874,16.5813,16.589,16.5801,16.5801,16.5772,16.5823,16.5937,16.6004,16.5441,16.5426,16.5788,16.5293
OBA,2121,54180,411,True,16.0036,15.8334,15.7979,15.7093,15.7918,15.7613,15.6922,15.6796,15.6685,15.7448,15.7506,15.6744,15.6695,15.6783,15.6641,15.6604,15.6529,15.6527,15.6447,15.6427,15.6476,15.6427,15.6444,15.6409,15.6372,15.644,15.705,15.7067,15.646,15.6482,15.6534,15.6544,15.6599,15.6658,15.6619,15.673,15.6747,15.6715,15.68,15.6802,15.6877,15.6873,15.7048,15.7079,15.7111,15.7162,15.7278,15.735,15.7367,15.7299,15.726,15.7421,15.6543
OBA,2128,53800,1,True,17.1581,17.0461,16.9893,16.9584,16.97,16.933,16.8797,16.8379,16.8094,16.812,16.8073,16.7667,16.7534,16.7416,16.705,16.688,16.664,16.6456,16.6248,16.609,16.5997,16.5845,16.5751,16.5653,16.5555,16.5461,16.5639,16.5479,16.5086,16.4995,16.4941,16.4882,16.4821,16.4735,16.4702,16.4639,16.4575,16.4464,16.4424,16.4445,16.4403,16.4341,16.4287,16.4195,16.4229,16.4286,16.4219,16.4272,16.4122,16.3927,16.3799,16.3749,16.3055
OBA,2157,54242,248,False,19.4751,19.2957,19.2559,19.1411,19.2523,19.2271,19.1306,19.1143,19.1108,19.2029,19.2225,19.1449,19.1362,19.1462,19.1465,19.1515,19.1525,19.1302,19.1715,19.1982,19.1978,19.22,19.4556,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531
OBA,2170,53875,120,True,17.4027,17.3127,17.3231,17.277,17.3543,17.3362,17.2982,17.2829,17.2626,17.307,17.3084,17.2488,17.2417,17.2466,17.2237,17.2156,17.2118,17.2097,17.1992,17.2012,17.2038,17.2063,17.2028,17.1974,17.1926,17.1942,17.2364,17.2335,17.1883,17.1777,17.1777,17.1821,17.1806,17.178,17.1846,17.1868,17.1845,17.1827,17.1806,17.1797,17.1875,17.1864,17.1984,17.1878,17.1997,17.1999,17.2034,17.2133,17.2177,17.1938,17.1872,17.1935,17.1131
OBA,2175,54612,68,True,17.6505,17.491,17.4371,17.376,17.3751,17.3274,17.2689,17.2203,17.1739,17.1794,17.1543,17.0981,17.069,17.057,17.0286,17.0094,16.976,16.9588,16.936,16.922,16.9153,16.9031,16.891,16.8765,16.8674,16.8584,16.8882,16.8848,16.8319,16.8261,16.8193,16.8107,16.8002,16.793,16.7881,16.7866,16.7852,16.7719,16.7619,16.7587,16.764,16.7543,16.7516,16.7477,16.7531,16.7465,16.744,16.7519,16.7544,16.7352,16.7402,16.7479,16.669
OBA,2175,54612,136,True,16.804,16.7289,16.7576,16.723,16.7957,16.812,16.7967,16.8088,16.8117,16.894,16.9171,16.8905,16.9123,16.9484,16.9605,16.9783,16.9818,16.9869,17.0095,17.0307,17.0471,17.0583,17.0626,17.069,17.0929,17.1154,17.1861,17.2073,17.1728,17.192,17.2101,17.2245,17.2458,17.2578,17.2691,17.2925,17.309,17.3234,17.3329,17.3416,17.3578,17.3834,17.4087,17.4171,17.4374,17.4275,17.4365,17.4564,17.4589,17.4615,17.432,17.439,17.3214
OBA,2179,53555,363,True,17.8595,17.6179,17.55,17.4101,17.5028,17.4486,17.3392,17.3006,17.267,17.354,17.3449,17.2259,17.2032,17.202,17.1738,17.1651,17.1351,17.1192,17.1121,17.1075,17.0868,17.0589,17.0499,17.0401,17.0293,17.0375,17.1068,17.114,17.02,17.0085,17.015,17.0214,17.0199,17.0122,17.0008,16.9974,16.9985,16.9704,16.9713,16.9598,16.9569,16.9618,16.9569,16.9517,16.942,16.9292,16.9375,16.9171,16.8898,16.8418,16.7834,16.828,16.7899
OBA,2180,54613,604,True,17.4975,17.3312,17.2654,17.2009,17.2247,17.1784,17.1212,17.0883,17.0566,17.0881,17.0771,17.0139,16.9996,16.9964,16.9621,16.95,16.9244,16.9111,16.8945,16.8867,16.8767,16.8598,16.8543,16.8485,16.8447,16.8413,16.8797,16.8688,16.8185,16.8166,16.8074,16.806,16.8048,16.8088,16.7992,16.7955,16.7921,16.7891,16.7898,16.7857,16.7924,16.7873,16.7841,16.7899,16.7922,16.7943,16.7985,16.8011,16.8062,16.7935,16.7887,16.8086,16.7419
OBA,2184,53534,111,True,18.1256,17.8753,17.8426,17.716,17.8227,17.7724,17.6736,17.6379,17.609,17.7159,17.7287,17.6059,17.6016,17.6081,17.5753,17.568,17.5482,17.5331,17.5324,17.5187,17.5228,17.5179,17.5299,17.5278,17.5276,17.5375,17.6213,17.6227,17.5382,17.5412,17.5379,17.5438,17.5514,17.5541,17.5556,17.5653,17.5653,17.5447,17.5626,17.5657,17.5615,17.5402,17.5555,17.5593,17.5676,17.5636,17.5471,17.5652,17.5445,17.5146,17.4933,17.4836,17.3962
OBA,2184,53534,559,True,16.1593,16.141,16.2048,16.1858,16.2702,16.2988,16.2958,16.3163,16.3403,16.4238,16.4517,16.4262,16.4482,16.4713,16.4888,16.5115,16.5292,16.5498,16.5813,16.6071,16.6353,16.6418,16.6621,16.6784,16.7023,16.7269,16.7902,16.819,16.7886,16.8063,16.8235,16.8442,16.8699,16.877,16.8926,16.9216,16.9407,16.9479,16.972,16.9829,17.0005,17.0256,17.0411,17.0547,17.0606,17.0742,17.0965,17.1043,17.1182,17.1269,17.1255,17.1597,17.0429
OBA,2185,53532,75,True,18.365,18.2429,18.2802,18.1868,18.2539,18.2326,18.1717,18.1485,18.1365,18.1942,18.1874,18.1151,18.1092,18.1027,18.0861,18.0816,18.0672,18.0523,18.048,18.0507,18.0542,18.0503,18.0462,18.0431,18.0385,18.0369,18.0801,18.0793,18.0266,18.0188,18.0139,18.0124,18.0177,18.0157,18.0093,18.0071,18.0108,18.004,18.0079,18.0031,18.0015,18.0088,18.0056,17.9935,18.0133,18.0087,18.007,18.0017,17.9975,18.0205,18.0399,18.0098,17.9223
OBA,2185,53532,458,True,18.3134,18.0947,18.1024,17.9714,18.1315,18.0923,18.0203,18.0229,18.0372,18.1956,18.221,18.1045,18.115,18.1395,18.144,18.1514,18.1585,18.1753,18.1965,18.2065,18.2277,18.2332,18.2512,18.2614,18.2762,18.2878,18.3911,18.4116,18.3254,18.3333,18.3476,18.3614,18.3711,18.3746,18.3801,18.4042,18.4121,18.4139,18.4353,18.4488,18.4519,18.4543,18.4678,18.4834,18.5283,18.5098,18.4977,18.5287,18.5208,18.5228,18.4888,18.5128,18.3804
OBA,2186,54327,445,True,19.2884,19.1562,19.1286,19.0544,19.0651,19.0197,18.958,18.9183,18.8903,18.9047,18.8815,18.8243,18.8106,18.7915,18.7651,18.7426,18.7188,18.6973,18.6908,18.6929,18.6831,18.6605,18.6414,18.6214,18.621,18.6084,18.6356,18.6288,18.5914,18.5851,18.5767,18.5782,18.5794,18.5679,18.5409,18.5527,18.5726,18.5423,18.5282,18.514,18.5363,18.5431,18.5179,18.5212,18.5169,18.5045,18.5488,18.5754,18.551,18.4928,18.4988,18.5708,18.54
OBA,2186,54327,598,True,20.7339,20.6739,20.6813,20.6475,20.6231,20.6002,20.575,20.5198,20.5087,20.5781,20.5561,20.4859,20.4587,20.4303,20.4142,20.4118,20.3829,20.3399,20.3636,20.3487,20.3122,20.2899,20.2814,20.2262,20.1066,20.2153,20.2451,20.2348,20.2264,20.1991,20.1923,20.2146,20.2059,20.1699,20.1328,20.1839,20.1743,20.1974,20.1286,20.0507,20.137,20.1434,20.1892,20.1237,20.0651,20.1169,20.1033,20.1012,19.961,19.8853,19.8625,19.8822,19.6773
OBA,2189,54624,234,True,19.1271,19.0049,18.9316,18.8756,18.8696,18.8192,18.7411,18.705,18.6762,18.6726,18.6405,18.5811,18.5444,18.5203,18.4905,18.4689,18.4337,18.3957,18.3836,18.3569,18.3498,18.3191,18.2995,18.2913,18.2784,18.2611,18.2824,18.276,18.2232,18.2128,18.2024,18.1953,18.1825,18.1633,18.1509,18.1548,18.1569,18.1526,18.1431,18.1292,18.1169,18.0995,18.1141,18.0893,18.0709,18.0835,18.0951,18.1119,18.1076,18.0693,18.0578,18.0805,18.0154
OBA,2191,54621,486,True,20.3678,20.2337,20.1978,20.1143,20.1496,20.1013,20.0667,20.0308,20.0064,20.0626,20.0362,19.9911,19.9814,19.9705,19.9279,19.9278,19.9068,19.8804,19.8836,19.8768,19.8775,19.8723,19.8493,19.8246,19.8317,19.832,19.866,19.8554,19.7981,19.7761,19.7827,19.7837,19.773,19.7834,19.7767,19.7644,19.7986,19.7754,19.7438,19.776,19.7925,19.772,19.6788,19.5031,19.6297,19.8276,19.7688,19.8343,19.8464,19.7558,19.8559,19.6178,19.5374
OBA,2192,54232,166,True,20.0163,19.8757,19.8498,19.7979,19.8335,19.7895,19.7242,19.6807,19.6419,19.6563,19.6418,19.5915,19.5644,19.5382,19.5037,19.4866,19.4636,19.4501,19.4311,19.4145,19.3944,19.3744,19.3691,19.3576,19.3464,19.3272,19.3437,19.3521,19.3215,19.3155,19.3068,19.2908,19.2862,19.2836,19.283,19.2925,19.2947,19.2746,19.2573,19.2616,19.2939,19.2531,19.2269,19.2285,19.2681,19.2613,19.3034,19.2827,19.269,19.2769,19.2183,19.2007,19.1418
OBA,2193,53888,333,True,19.5271,19.367,19.315,19.2403,19.219,19.1769,19.1187,19.0838,19.0514,19.0628,19.0546,19.0069,18.9854,18.9659,18.9309,18.9191,18.9007,18.8872,18.8587,18.8451,18.8491,18.8429,18.8508,18.8414,18.8349,18.8293,18.8469,18.8363,18.7942,18.7838,18.7751,18.7719,18.762,18.7732,18.777,18.7603,18.7788,18.7474,18.7745,18.7826,18.7757,18.7794,18.7431,18.7325,18.8186,18.8328,18.7748,18.7939,18.7969,18.8748,18.8881,18.7736,18.6636
OBA,2194,53904,419,True,19.4532,19.2769,19.2095,19.137,19.1561,19.1089,19.0542,19.0138,18.9705,19.0035,18.9903,18.9231,18.9132,18.9184,18.8963,18.8854,18.858,18.8423,18.8359,18.8018,18.8062,18.8179,18.8238,18.8312,18.8048,18.7971,18.845,18.8281,18.7826,18.7779,18.7752,18.7876,18.7893,18.7992,18.7952,18.7804,18.7654,18.7658,18.7803,18.7794,18.78,18.7705,18.7925,18.7822,18.7885,18.7581,18.7516,18.7842,18.7662,18.7248,18.715,18.779,18.7144
OBA,2202,53566,157,True,19.4748,19.2805,19.2763,19.1634,19.3139,19.2987,19.1842,19.1785,19.1987,19.3127,19.317,19.1943,19.201,19.2203,19.2104,19.2307,19.2266,19.2286,19.2458,19.2449,19.2354,19.228,19.2504,19.2757,19.2554,19.2508,19.3104,19.3241,19.2583,19.2662,19.2501,19.2625,19.2948,19.2674,19.237,19.2405,19.2452,19.287,19.2933,19.2835,19.2768,19.2842,19.2863,19.3011,19.2418,19.2443,19.3101,19.3542,19.2653,19.2909,19.1757,19.1724,19.0226
OBA,2209,53907,166,True,16.2085,15.9877,15.926,15.829,15.8945,15.8618,15.7864,15.7614,15.7491,15.8244,15.8459,15.7771,15.7735,15.7908,15.7632,15.7562,15.7431,15.7505,15.7444,15.7381,15.7572,15.7575,15.7792,15.7832,15.7849,15.7928,15.8528,15.8569,15.8005,15.8077,15.8139,15.8214,15.8314,15.8392,15.8396,15.8564,15.8625,15.859,15.8795,15.8791,15.8842,15.8836,15.8914,15.8896,15.9027,15.9118,15.9249,15.9316,15.9287,15.9203,15.9109,15.9249,15.8183
